ano_mes,ano,faixa_potencia,marca,soma_kw,qtd_instalacoes,kw_medio_instalacao
1900-01,1900,≤10 kW,Fronius,2.34,1,2.34
1900-01,1900,≤10 kW,Goodwe,8.0,2,4.0
1900-01,1900,≤10 kW,Growatt,23.0,4,5.75
1900-01,1900,≤10 kW,Huawei,4.08,1,4.08
1900-01,1900,≤10 kW,Intelbras,4.28,1,4.28
1900-01,1900,≤10 kW,Sofar Solar,5.0,1,5.0
1900-01,1900,≤10 kW,Solis (Ginlong),8.8,1,8.8
1900-01,1900,≤10 kW,Sungrow,5.0,1,5.0
1900-01,1900,10–20 kW,WEG,10.5,1,10.5
1900-01,1900,20–75 kW,Growatt,141.0,2,70.5
2009-06,2009,≤10 kW,Foxess,5.0,1,5.0
2009-06,2009,≤10 kW,Fronius,8.2,1,8.2
2009-06,2009,≤10 kW,Growatt,10.0,2,5.0
2009-09,2009,≤10 kW,APsystems,2.0,1,2.0
2009-09,2009,≤10 kW,Bel Energy,9.2,4,2.3
2009-09,2009,≤10 kW,Deye,12.0,2,6.0
2009-09,2009,≤10 kW,Ecosolys,1.0,1,1.0
2009-09,2009,≤10 kW,WEG,4.0,1,4.0
2009-09,2009,10–20 kW,Bel Energy,113.0,8,14.125
2009-09,2009,10–20 kW,Komeco,10.45,1,10.45
2009-10,2009,≤10 kW,Deye,10.0,1,10.0
2010-03,2010,20–75 kW,Outros,30.0,1,30.0
2010-04,2010,≤10 kW,WEG,1.2,1,1.2
2010-08,2010,≤10 kW,Solis (Ginlong),6.0,1,6.0
2010-09,2010,≤10 kW,Fronius,6.0,1,6.0
2010-12,2010,≤10 kW,Intelbras,8.0,1,8.0
2011-02,2011,≤10 kW,Bel Energy,10.0,1,10.0
2011-02,2011,≤10 kW,Outros,1.0,1,1.0
2011-02,2011,≤10 kW,WEG,2.0,1,2.0
2011-04,2011,≤10 kW,Outros,3.0,1,3.0
2011-06,2011,≤10 kW,WEG,1.0,1,1.0
2011-06,2011,10–20 kW,ABB/FIMER,15.4,1,15.4
2011-06,2011,10–20 kW,Bel Energy,14.0,1,14.0
2011-07,2011,10–20 kW,Komeco,10.45,1,10.45
2011-09,2011,≤10 kW,Sungrow,4.08,1,4.08
2011-10,2011,≤10 kW,ABB/FIMER,5.0,1,5.0
2011-10,2011,≤10 kW,APsystems,2.0,1,2.0
2011-10,2011,≤10 kW,Bel Energy,11.0,4,2.75
2011-10,2011,≤10 kW,Deye,20.0,4,5.0
2011-10,2011,≤10 kW,Intelbras,3.0,1,3.0
2011-10,2011,≤10 kW,Kstar,2.0,2,1.0
2011-10,2011,≤10 kW,Outros,22.0,3,7.333333333333333
2011-10,2011,≤10 kW,PHB,6.0,3,2.0
2011-10,2011,≤10 kW,Solis (Ginlong),1.0,1,1.0
2011-10,2011,≤10 kW,Tsun,4.0,1,4.0
2011-10,2011,≤10 kW,WEG,24.8,5,4.96
2011-10,2011,10–20 kW,BYD,12.0,1,12.0
2011-10,2011,10–20 kW,Bel Energy,42.0,3,14.0
2011-10,2011,20–75 kW,BYD,60.0,1,60.0
2012-01,2012,≤10 kW,APsystems,2.0,1,2.0
2012-01,2012,75–300 kW,Bedin Solar,195.0,1,195.0
2012-02,2012,300 kW–1 MW,SMA,403.0,1,403.0
2012-03,2012,≤10 kW,APsystems,2.0,1,2.0
2012-03,2012,≤10 kW,Growatt,1.0,1,1.0
2012-06,2012,≤10 kW,Growatt,3.0,1,3.0
2012-07,2012,≤10 kW,Refusol,3.0,1,3.0
2012-09,2012,≤10 kW,APsystems,4.0,2,2.0
2012-09,2012,≤10 kW,Bel Energy,2.0,1,2.0
2012-09,2012,≤10 kW,Deye,1.0,1,1.0
2012-09,2012,≤10 kW,Growatt,11.0,3,3.6666666666666665
2012-09,2012,≤10 kW,Intelbras,6.0,1,6.0
2012-09,2012,≤10 kW,Kstar,1.0,1,1.0
2012-09,2012,≤10 kW,Outros,50.0,5,10.0
2012-09,2012,≤10 kW,PHB,6.0,3,2.0
2012-09,2012,≤10 kW,SAJ,19.0,3,6.333333333333333
2012-09,2012,≤10 kW,Solis (Ginlong),14.0,3,4.666666666666667
2012-09,2012,≤10 kW,Sungrow,5.0,1,5.0
2012-09,2012,≤10 kW,WEG,6.0,1,6.0
2012-09,2012,10–20 kW,WEG,14.0,1,14.0
2012-10,2012,≤10 kW,APsystems,2.0,1,2.0
2012-11,2012,≤10 kW,Hoymiles,10.0,1,10.0
2012-12,2012,≤10 kW,Canadian Solar,3.0,1,3.0
2012-12,2012,≤10 kW,Outros,6.8,1,6.8
2013-02,2013,≤10 kW,Intelbras,2.67,1,2.67
2013-03,2013,≤10 kW,Bel Energy,2.0,1,2.0
2013-04,2013,≤10 kW,Growatt,1.0,1,1.0
2013-04,2013,10–20 kW,WEG,15.0,1,15.0
2013-05,2013,≤10 kW,Bel Energy,1.0,1,1.0
2013-05,2013,≤10 kW,Growatt,5.0,1,5.0
2013-05,2013,≤10 kW,Outros,2.0,1,2.0
2013-05,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-05,2013,20–75 kW,Intelbras,75.0,1,75.0
2013-05,2013,20–75 kW,Solis (Ginlong),75.0,1,75.0
2013-06,2013,≤10 kW,Growatt,1.0,1,1.0
2013-06,2013,10–20 kW,Komeco,10.45,1,10.45
2013-06,2013,20–75 kW,Fronius,51.0,2,25.5
2013-07,2013,≤10 kW,Deye,1.0,1,1.0
2013-07,2013,≤10 kW,Outros,10.0,1,10.0
2013-07,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-08,2013,≤10 kW,APsystems,8.0,4,2.0
2013-08,2013,≤10 kW,Bel Energy,2.2,1,2.2
2013-08,2013,≤10 kW,Deye,1.0,1,1.0
2013-08,2013,≤10 kW,Fronius,3.0,1,3.0
2013-08,2013,≤10 kW,Growatt,1.0,1,1.0
2013-08,2013,≤10 kW,Outros,2.0,1,2.0
2013-08,2013,≤10 kW,PHB,2.12,1,2.12
2013-08,2013,≤10 kW,SMA,11.29,2,5.645
2013-08,2013,≤10 kW,WEG,5.0,1,5.0
2013-08,2013,10–20 kW,Bel Energy,42.0,3,14.0
2013-08,2013,20–75 kW,Outros,22.8,1,22.8
2013-08,2013,75–300 kW,Fronius,250.0,1,250.0
2013-09,2013,≤10 kW,APsystems,2.0,1,2.0
2013-09,2013,≤10 kW,Bel Energy,2.0,1,2.0
2013-09,2013,≤10 kW,Ingeteam,6.3,1,6.3
2013-09,2013,≤10 kW,Outros,2.1,2,1.05
2013-09,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-09,2013,20–75 kW,SMA,32.0,1,32.0
2013-10,2013,≤10 kW,Chint,4.6,1,4.6
2013-10,2013,≤10 kW,Outros,16.08,4,4.02
2013-10,2013,≤10 kW,PHB,2.0,1,2.0
2013-10,2013,≤10 kW,SAJ,4.0,2,2.0
2013-10,2013,10–20 kW,Outros,12.6,1,12.6
2013-10,2013,10–20 kW,SMA,11.52,1,11.52
2013-10,2013,20–75 kW,Chint,37.8,1,37.8
2013-11,2013,≤10 kW,APsystems,2.0,1,2.0
2013-11,2013,≤10 kW,Ingeteam,6.61,1,6.61
2013-11,2013,≤10 kW,Outros,2.0,1,2.0
2013-11,2013,≤10 kW,SAJ,1.5,1,1.5
2013-11,2013,≤10 kW,Sofar Solar,5.29,1,5.29
2013-11,2013,10–20 kW,Ingeteam,12.7,1,12.7
2013-12,2013,≤10 kW,ABB/FIMER,2.93,1,2.93
2013-12,2013,≤10 kW,Chint,2.0,1,2.0
2013-12,2013,≤10 kW,Fronius,8.0,1,8.0
2013-12,2013,≤10 kW,Growatt,8.0,1,8.0
2013-12,2013,≤10 kW,Outros,14.86,2,7.43
2013-12,2013,≤10 kW,PHB,4.12,2,2.06
2013-12,2013,≤10 kW,WEG,2.4,2,1.2
2013-12,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-12,2013,10–20 kW,Solis (Ginlong),13.0,1,13.0
2013-12,2013,10–20 kW,Sungrow,10.9,1,10.9
2014-01,2014,≤10 kW,ABB/FIMER,4.8,1,4.8
2014-01,2014,≤10 kW,Chint,1.5,1,1.5
2014-01,2014,≤10 kW,Outros,5.88,2,2.94
2014-01,2014,≤10 kW,PHB,4.08,2,2.04
2014-01,2014,≤10 kW,SMA,1.2,1,1.2
2014-01,2014,≤10 kW,WEG,5.0,1,5.0
2014-01,2014,20–75 kW,Não informado,30.36,1,30.36
2014-02,2014,≤10 kW,B&B POWER,5.39,1,5.39
2014-02,2014,≤10 kW,Fronius,7.35,1,7.35
2014-02,2014,≤10 kW,Outros,32.93,9,3.658888888888889
2014-02,2014,≤10 kW,SAJ,3.0,2,1.5
2014-02,2014,≤10 kW,SMA,9.3,3,3.1
2014-02,2014,≤10 kW,Solis (Ginlong),10.0,1,10.0
2014-02,2014,20–75 kW,Outros,21.12,1,21.12
2014-03,2014,≤10 kW,APsystems,2.0,1,2.0
2014-03,2014,≤10 kW,Outros,3.1,2,1.55
2014-03,2014,≤10 kW,PHB,3.06,1,3.06
2014-03,2014,≤10 kW,SAJ,3.0,1,3.0
2014-03,2014,≤10 kW,SMA,3.0,1,3.0
2014-03,2014,20–75 kW,B&B POWER,21.5,1,21.5
2014-03,2014,75–300 kW,Huawei,76.0,1,76.0
2014-03,2014,75–300 kW,Não informado,248.0,1,248.0
2014-04,2014,≤10 kW,Enphase,0.43,1,0.43
2014-04,2014,≤10 kW,Growatt,4.8,1,4.8
2014-04,2014,≤10 kW,Não informado,3.5,1,3.5
2014-04,2014,≤10 kW,Outros,14.370000000000001,3,4.79
2014-04,2014,≤10 kW,SMA,6.52,2,3.26
2014-04,2014,10–20 kW,Fronius,10.3,1,10.3
2014-04,2014,20–75 kW,Ingeteam,28.8,1,28.8
2014-04,2014,20–75 kW,Não informado,25.99,1,25.99
2014-04,2014,300 kW–1 MW,Ingeteam,360.0,1,360.0
2014-05,2014,≤10 kW,B&B POWER,9.35,3,3.1166666666666667
2014-05,2014,≤10 kW,Chint,10.0,1,10.0
2014-05,2014,≤10 kW,Fronius,23.96,4,5.99
2014-05,2014,≤10 kW,Growatt,2.16,1,2.16
2014-05,2014,≤10 kW,Hypontech,7.22,1,7.22
2014-05,2014,≤10 kW,Ingeteam,3.1900000000000004,2,1.5950000000000002
2014-05,2014,≤10 kW,Outros,6.64,3,2.2133333333333334
2014-05,2014,≤10 kW,PHB,2.35,1,2.35
2014-05,2014,≤10 kW,SMA,3.18,1,3.18
2014-05,2014,10–20 kW,Outros,11.52,1,11.52
2014-05,2014,20–75 kW,Sofar Solar,33.0,1,33.0
2014-06,2014,≤10 kW,ABB/FIMER,10.0,1,10.0
2014-06,2014,≤10 kW,Fronius,9.0,2,4.5
2014-06,2014,≤10 kW,Ingeteam,3.92,1,3.92
2014-06,2014,≤10 kW,Outros,15.39,5,3.0780000000000003
2014-06,2014,≤10 kW,SMA,16.92,3,5.640000000000001
2014-06,2014,≤10 kW,WEG,2.0,1,2.0
2014-06,2014,10–20 kW,Bel Energy,14.0,1,14.0
2014-06,2014,10–20 kW,Fronius,12.0,1,12.0
2014-07,2014,≤10 kW,ABB/FIMER,14.46,3,4.82
2014-07,2014,≤10 kW,B&B POWER,8.879999999999999,3,2.9599999999999995
2014-07,2014,≤10 kW,Bel Energy,2.0,1,2.0
2014-07,2014,≤10 kW,Fronius,16.0,3,5.333333333333333
2014-07,2014,≤10 kW,Growatt,5.16,2,2.58
2014-07,2014,≤10 kW,Outros,15.42,5,3.084
2014-07,2014,≤10 kW,SAJ,2.0,1,2.0
2014-07,2014,≤10 kW,SMA,20.25,4,5.0625
2014-07,2014,≤10 kW,Solis (Ginlong),5.0,1,5.0
2014-07,2014,10–20 kW,Fronius,12.5,1,12.5
2014-07,2014,10–20 kW,Outros,35.0,2,17.5
2014-07,2014,10–20 kW,SMA,27.0,2,13.5
2014-07,2014,20–75 kW,ABB/FIMER,25.48,1,25.48
2014-07,2014,20–75 kW,B&B POWER,20.58,1,20.58
2014-07,2014,300 kW–1 MW,Outros,361.64,1,361.64
2014-08,2014,≤10 kW,ABB/FIMER,6.92,2,3.46
2014-08,2014,≤10 kW,B&B POWER,1.5,1,1.5
2014-08,2014,≤10 kW,Fronius,15.0,2,7.5
2014-08,2014,≤10 kW,Outros,7.5,2,3.75
2014-08,2014,≤10 kW,SAJ,11.8,4,2.95
2014-08,2014,≤10 kW,SMA,12.2,4,3.05
2014-08,2014,10–20 kW,Bel Energy,14.0,1,14.0
2014-08,2014,10–20 kW,SMA,16.9,1,16.9
2014-08,2014,20–75 kW,ABB/FIMER,20.08,1,20.08
2014-08,2014,20–75 kW,Outros,24.0,1,24.0
2014-09,2014,≤10 kW,B&B POWER,9.9,3,3.3000000000000003
2014-09,2014,≤10 kW,Fronius,12.96,3,4.32
2014-09,2014,≤10 kW,Huawei,1.0,1,1.0
2014-09,2014,≤10 kW,Não informado,10.0,1,10.0
2014-09,2014,≤10 kW,Outros,24.93,9,2.77
2014-09,2014,≤10 kW,PHB,7.3,2,3.65
2014-09,2014,≤10 kW,SAJ,19.5,6,3.25
2014-09,2014,≤10 kW,SMA,11.31,5,2.262
2014-09,2014,≤10 kW,Sofar Solar,2.5,1,2.5
2014-09,2014,10–20 kW,Não informado,24.75,2,12.375
2014-09,2014,10–20 kW,SMA,12.0,1,12.0
2014-09,2014,20–75 kW,Fronius,75.0,1,75.0
2014-09,2014,20–75 kW,Outros,36.0,1,36.0
2014-09,2014,20–75 kW,Sungrow,73.1,1,73.1
2014-10,2014,≤10 kW,ABB/FIMER,3.0,1,3.0
2014-10,2014,≤10 kW,Fronius,4.9399999999999995,2,2.4699999999999998
2014-10,2014,≤10 kW,Growatt,1.23,1,1.23
2014-10,2014,≤10 kW,Ingeteam,8.28,1,8.28
2014-10,2014,≤10 kW,Intelbras,4.0,1,4.0
2014-10,2014,≤10 kW,Outros,32.980000000000004,14,2.355714285714286
2014-10,2014,≤10 kW,PHB,3.84,1,3.84
2014-10,2014,≤10 kW,SAJ,2.0,1,2.0
2014-10,2014,≤10 kW,SMA,18.729999999999997,6,3.121666666666666
2014-10,2014,20–75 kW,Fronius,20.2,1,20.2
2014-11,2014,≤10 kW,ABB/FIMER,4.0,1,4.0
2014-11,2014,≤10 kW,B&B POWER,9.0,3,3.0
2014-11,2014,≤10 kW,Deye,2.0,1,2.0
2014-11,2014,≤10 kW,Fronius,12.61,5,2.522
2014-11,2014,≤10 kW,Growatt,4.8,1,4.8
2014-11,2014,≤10 kW,Ingeteam,1.96,1,1.96
2014-11,2014,≤10 kW,Outros,57.85,13,4.45
2014-11,2014,≤10 kW,PHB,6.0,1,6.0
2014-11,2014,≤10 kW,SMA,24.16,7,3.4514285714285715
2014-11,2014,≤10 kW,WEG,1.3,1,1.3
2014-11,2014,20–75 kW,Outros,30.36,1,30.36
2014-12,2014,≤10 kW,ABB/FIMER,18.04,4,4.51
2014-12,2014,≤10 kW,B&B POWER,3.6,1,3.6
2014-12,2014,≤10 kW,Deye,10.0,1,10.0
2014-12,2014,≤10 kW,Enphase,0.46,1,0.46
2014-12,2014,≤10 kW,Fronius,34.51,8,4.31375
2014-12,2014,≤10 kW,Growatt,11.5,2,5.75
2014-12,2014,≤10 kW,Intelbras,5.0,1,5.0
2014-12,2014,≤10 kW,Outros,17.28,6,2.8800000000000003
2014-12,2014,≤10 kW,PHB,6.5,2,3.25
2014-12,2014,≤10 kW,SMA,4.8,3,1.5999999999999999
2014-12,2014,≤10 kW,Solis (Ginlong),3.0,1,3.0
2014-12,2014,10–20 kW,B&B POWER,13.0,1,13.0
2014-12,2014,10–20 kW,Bel Energy,14.0,1,14.0
2014-12,2014,20–75 kW,Outros,74.5,1,74.5
2015-01,2015,≤10 kW,ABB/FIMER,22.9,6,3.8166666666666664
2015-01,2015,≤10 kW,B&B POWER,1.6,1,1.6
2015-01,2015,≤10 kW,Bel Energy,1.0,1,1.0
2015-01,2015,≤10 kW,Fronius,23.82,6,3.97
2015-01,2015,≤10 kW,Growatt,15.4,3,5.133333333333334
2015-01,2015,≤10 kW,Outros,44.95,13,3.457692307692308
2015-01,2015,≤10 kW,SMA,51.28,12,4.273333333333333
2015-01,2015,10–20 kW,ABB/FIMER,27.0,2,13.5
2015-01,2015,10–20 kW,Bel Energy,14.0,1,14.0
2015-01,2015,10–20 kW,Fronius,25.14,2,12.57
2015-01,2015,10–20 kW,Growatt,18.0,1,18.0
2015-01,2015,10–20 kW,Não informado,12.75,1,12.75
2015-01,2015,10–20 kW,Outros,17.5,1,17.5
2015-01,2015,10–20 kW,SMA,26.0,2,13.0
2015-01,2015,20–75 kW,B&B POWER,30.0,1,30.0
2015-01,2015,20–75 kW,SMA,21.0,1,21.0
2015-01,2015,75–300 kW,Fronius,80.0,1,80.0
2015-02,2015,≤10 kW,ABB/FIMER,18.0,4,4.5
2015-02,2015,≤10 kW,B&B POWER,3.5,1,3.5
2015-02,2015,≤10 kW,Enphase,0.65,1,0.65
2015-02,2015,≤10 kW,Fronius,19.67,5,3.934
2015-02,2015,≤10 kW,Growatt,11.13,3,3.7100000000000004
2015-02,2015,≤10 kW,Não informado,5.1,1,5.1
2015-02,2015,≤10 kW,Outros,35.25,11,3.2045454545454546
2015-02,2015,≤10 kW,SAJ,8.0,1,8.0
2015-02,2015,≤10 kW,SMA,7.92,2,3.96
2015-02,2015,≤10 kW,Sofar Solar,10.0,1,10.0
2015-02,2015,10–20 kW,SMA,24.96,2,12.48
2015-02,2015,20–75 kW,Fronius,24.0,1,24.0
2015-02,2015,75–300 kW,Outros,182.7,1,182.7
2015-03,2015,≤10 kW,ABB/FIMER,20.35,5,4.07
2015-03,2015,≤10 kW,B&B POWER,12.5,2,6.25
2015-03,2015,≤10 kW,Enphase,3.03,2,1.515
2015-03,2015,≤10 kW,Fronius,25.63,7,3.6614285714285715
2015-03,2015,≤10 kW,Growatt,15.930000000000001,3,5.3100000000000005
2015-03,2015,≤10 kW,Ingeteam,6.380000000000001,2,3.1900000000000004
2015-03,2015,≤10 kW,Não informado,1.0,1,1.0
2015-03,2015,≤10 kW,Outros,44.269999999999996,14,3.162142857142857
2015-03,2015,≤10 kW,SAJ,2.2,1,2.2
2015-03,2015,≤10 kW,SMA,15.92,5,3.184
2015-03,2015,≤10 kW,Solis (Ginlong),5.0,1,5.0
2015-03,2015,10–20 kW,Bel Energy,14.0,1,14.0
2015-03,2015,10–20 kW,Chint,20.0,1,20.0
2015-03,2015,10–20 kW,Não informado,12.75,1,12.75
2015-03,2015,10–20 kW,Outros,12.0,1,12.0
2015-03,2015,20–75 kW,Outros,25.09,1,25.09
2015-04,2015,≤10 kW,ABB/FIMER,31.5,9,3.5
2015-04,2015,≤10 kW,APsystems,2.0,1,2.0
2015-04,2015,≤10 kW,B&B POWER,11.75,4,2.9375
2015-04,2015,≤10 kW,Deye,4.0,1,4.0
2015-04,2015,≤10 kW,Fronius,22.99,8,2.87375
2015-04,2015,≤10 kW,Growatt,21.2,5,4.24
2015-04,2015,≤10 kW,Outros,40.17,10,4.017
2015-04,2015,≤10 kW,PHB,1.2,1,1.2
2015-04,2015,≤10 kW,SAJ,3.0,1,3.0
2015-04,2015,≤10 kW,SMA,45.86,9,5.095555555555555
2015-04,2015,10–20 kW,ABB/FIMER,12.0,1,12.0
2015-04,2015,10–20 kW,Fronius,17.5,1,17.5
2015-04,2015,10–20 kW,Growatt,17.15,1,17.15
2015-04,2015,10–20 kW,SMA,11.76,1,11.76
2015-04,2015,10–20 kW,Solplanet,11.0,1,11.0
2015-04,2015,20–75 kW,Sungrow,60.0,1,60.0
2015-05,2015,≤10 kW,ABB/FIMER,44.65,9,4.961111111111111
2015-05,2015,≤10 kW,APsystems,1.5,1,1.5
2015-05,2015,≤10 kW,B&B POWER,5.0,1,5.0
2015-05,2015,≤10 kW,Bel Energy,2.0,1,2.0
2015-05,2015,≤10 kW,Enphase,11.29,5,2.258
2015-05,2015,≤10 kW,Fronius,61.31,14,4.3792857142857144
2015-05,2015,≤10 kW,Growatt,7.0,3,2.3333333333333335
2015-05,2015,≤10 kW,Não informado,10.0,1,10.0
2015-05,2015,≤10 kW,Outros,47.3,17,2.7823529411764705
2015-05,2015,≤10 kW,PHB,12.1,7,1.7285714285714284
2015-05,2015,≤10 kW,SAJ,4.0,1,4.0
2015-05,2015,≤10 kW,SMA,48.88,14,3.4914285714285715
2015-05,2015,≤10 kW,Solis (Ginlong),1.0,1,1.0
2015-05,2015,≤10 kW,Sungrow,3.0,1,3.0
2015-05,2015,10–20 kW,ABB/FIMER,32.3,2,16.15
2015-05,2015,10–20 kW,Deye,13.08,1,13.08
2015-05,2015,10–20 kW,Fronius,48.0,3,16.0
2015-05,2015,10–20 kW,Não informado,12.75,1,12.75
2015-05,2015,10–20 kW,SMA,11.76,1,11.76
2015-05,2015,20–75 kW,Canadian Solar,60.0,1,60.0
2015-05,2015,20–75 kW,Não informado,90.36,2,45.18
2015-05,2015,20–75 kW,Outros,50.7,2,25.35
2015-06,2015,≤10 kW,ABB/FIMER,39.55,10,3.9549999999999996
2015-06,2015,≤10 kW,B&B POWER,11.75,3,3.9166666666666665
2015-06,2015,≤10 kW,Fronius,23.79,5,4.758
2015-06,2015,≤10 kW,Growatt,11.5,3,3.8333333333333335
2015-06,2015,≤10 kW,Não informado,16.2,2,8.1
2015-06,2015,≤10 kW,Outros,38.17,9,4.2411111111111115
2015-06,2015,≤10 kW,PHB,18.54,5,3.7079999999999997
2015-06,2015,≤10 kW,SMA,23.64,6,3.94
2015-06,2015,10–20 kW,ABB/FIMER,12.24,1,12.24
2015-06,2015,10–20 kW,Fronius,10.29,1,10.29
2015-06,2015,10–20 kW,Outros,56.28,4,14.07
2015-06,2015,10–20 kW,SMA,15.0,1,15.0
2015-06,2015,20–75 kW,Chint,50.0,1,50.0
2015-06,2015,20–75 kW,Fronius,57.6,1,57.6
2015-06,2015,20–75 kW,Não informado,60.72,2,30.36
2015-06,2015,20–75 kW,Outros,28.2,1,28.2
2015-07,2015,≤10 kW,ABB/FIMER,92.03,22,4.183181818181819
2015-07,2015,≤10 kW,APsystems,9.0,2,4.5
2015-07,2015,≤10 kW,B&B POWER,28.7,8,3.5875
2015-07,2015,≤10 kW,Enphase,1.95,1,1.95
2015-07,2015,≤10 kW,Fronius,75.33,20,3.7664999999999997
2015-07,2015,≤10 kW,Growatt,20.0,2,10.0
2015-07,2015,≤10 kW,Ingeteam,3.7800000000000002,2,1.8900000000000001
2015-07,2015,≤10 kW,Outros,44.02,19,2.316842105263158
2015-07,2015,≤10 kW,PHB,12.16,6,2.026666666666667
2015-07,2015,≤10 kW,SMA,20.5,5,4.1
2015-07,2015,≤10 kW,Sofar Solar,3.0,1,3.0
2015-07,2015,≤10 kW,WEG,6.55,2,3.275
2015-07,2015,10–20 kW,ABB/FIMER,20.0,1,20.0
2015-07,2015,10–20 kW,APsystems,11.3,1,11.3
2015-07,2015,10–20 kW,Fronius,11.0,1,11.0
2015-07,2015,10–20 kW,Growatt,45.5,3,15.166666666666666
2015-07,2015,10–20 kW,Não informado,12.75,1,12.75
2015-07,2015,10–20 kW,Outros,11.0,1,11.0
2015-07,2015,10–20 kW,SMA,27.46,2,13.73
2015-07,2015,20–75 kW,Fronius,56.25,2,28.125
2015-07,2015,20–75 kW,Outros,66.18,2,33.09
2015-07,2015,20–75 kW,Solis (Ginlong),30.0,1,30.0
2015-07,2015,20–75 kW,WEG,60.0,1,60.0
2015-07,2015,300 kW–1 MW,ABB/FIMER,496.8,1,496.8
2015-08,2015,≤10 kW,ABB/FIMER,109.0,24,4.541666666666667
2015-08,2015,≤10 kW,B&B POWER,35.0,9,3.888888888888889
2015-08,2015,≤10 kW,Fronius,68.75,22,3.125
2015-08,2015,≤10 kW,Growatt,11.0,5,2.2
2015-08,2015,≤10 kW,Ingeteam,2.04,1,2.04
2015-08,2015,≤10 kW,Outros,113.16,36,3.143333333333333
2015-08,2015,≤10 kW,PHB,35.23,12,2.935833333333333
2015-08,2015,≤10 kW,SAJ,9.6,1,9.6
2015-08,2015,≤10 kW,SMA,10.37,4,2.5925
2015-08,2015,≤10 kW,Sofar Solar,7.75,3,2.5833333333333335
2015-08,2015,≤10 kW,Solis (Ginlong),2.0,1,2.0
2015-08,2015,≤10 kW,WEG,8.0,1,8.0
2015-08,2015,10–20 kW,Outros,26.0,2,13.0
2015-08,2015,10–20 kW,SAJ,11.52,1,11.52
2015-08,2015,10–20 kW,SMA,12.74,1,12.74
2015-08,2015,20–75 kW,ABB/FIMER,21.8,1,21.8
2015-08,2015,75–300 kW,Outros,89.4,1,89.4
2015-09,2015,≤10 kW,ABB/FIMER,66.29,16,4.143125
2015-09,2015,≤10 kW,APsystems,2.0,1,2.0
2015-09,2015,≤10 kW,B&B POWER,41.9,14,2.992857142857143
2015-09,2015,≤10 kW,Fronius,51.83,15,3.4553333333333334
2015-09,2015,≤10 kW,Growatt,12.5,2,6.25
2015-09,2015,≤10 kW,Ingeteam,2.7,1,2.7
2015-09,2015,≤10 kW,Não informado,16.8,4,4.2
2015-09,2015,≤10 kW,Outros,116.01,31,3.7422580645161294
2015-09,2015,≤10 kW,PHB,59.94,16,3.74625
2015-09,2015,≤10 kW,SMA,46.55,8,5.81875
2015-09,2015,≤10 kW,Solis (Ginlong),2.5,1,2.5
2015-09,2015,10–20 kW,ABB/FIMER,12.5,1,12.5
2015-09,2015,10–20 kW,B&B POWER,20.0,1,20.0
2015-09,2015,10–20 kW,Deye,16.0,1,16.0
2015-09,2015,10–20 kW,Fronius,80.0,5,16.0
2015-09,2015,10–20 kW,Outros,54.7,3,18.233333333333334
2015-09,2015,20–75 kW,Growatt,25.0,1,25.0
2015-09,2015,20–75 kW,Não informado,30.36,1,30.36
2015-09,2015,20–75 kW,Outros,107.22999999999999,3,35.74333333333333
2015-09,2015,20–75 kW,Solis (Ginlong),50.0,1,50.0
2015-09,2015,75–300 kW,Outros,230.0,2,115.0
2015-10,2015,≤10 kW,ABB/FIMER,99.24,23,4.314782608695652
2015-10,2015,≤10 kW,APsystems,3.7,3,1.2333333333333334
2015-10,2015,≤10 kW,B&B POWER,9.6,4,2.4
2015-10,2015,≤10 kW,Bel Energy,2.0,1,2.0
2015-10,2015,≤10 kW,Chint,10.0,1,10.0
2015-10,2015,≤10 kW,Fronius,136.82,33,4.146060606060606
2015-10,2015,≤10 kW,Growatt,12.98,2,6.49
2015-10,2015,≤10 kW,Hoymiles,8.0,1,8.0
2015-10,2015,≤10 kW,Não informado,15.0,2,7.5
2015-10,2015,≤10 kW,Outros,111.35,29,3.839655172413793
2015-10,2015,≤10 kW,PHB,78.88,23,3.4295652173913043
2015-10,2015,≤10 kW,Renovigi,7.0,2,3.5
2015-10,2015,≤10 kW,SAJ,20.8,3,6.933333333333334
2015-10,2015,≤10 kW,SMA,39.33,9,4.37
2015-10,2015,≤10 kW,Solis (Ginlong),10.0,2,5.0
2015-10,2015,≤10 kW,Sungrow,3.0,1,3.0
2015-10,2015,≤10 kW,WEG,5.0,1,5.0
2015-10,2015,10–20 kW,ABB/FIMER,36.5,3,12.166666666666666
2015-10,2015,10–20 kW,APsystems,14.32,1,14.32
2015-10,2015,10–20 kW,Fronius,49.2,3,16.400000000000002
2015-10,2015,10–20 kW,Outros,12.0,1,12.0
2015-10,2015,20–75 kW,ABB/FIMER,34.68,1,34.68
2015-10,2015,20–75 kW,B&B POWER,25.0,1,25.0
2015-10,2015,20–75 kW,Fronius,36.0,1,36.0
2015-10,2015,20–75 kW,Outros,42.84,2,21.42
2015-10,2015,20–75 kW,SAJ,31.2,1,31.2
2015-10,2015,20–75 kW,SMA,55.13,1,55.13
2015-11,2015,≤10 kW,ABB/FIMER,122.9,27,4.551851851851852
2015-11,2015,≤10 kW,B&B POWER,31.11,8,3.88875
