raw_normalized,exemplo_bruto,qtd_instalacoes,soma_kw,pct_do_total_kw,correcao_marca
HOPESUN 10KTL L,HOPESUN 10KTL-L,1,10.0,1.981257889198031e-05,
FIENC VIGL,fiENC)VIGl,1,10.0,1.981257889198031e-05,
ZXP6 72,ZXP6-72,1,10.0,1.981257889198031e-05,
ORIZON ORI PLUS 10K,Orizon / Ori Plus 10K,1,10.0,1.981257889198031e-05,
MEDIN,MEDIN,1,10.0,1.981257889198031e-05,
SPECSHEET,specsheet,1,10.0,1.981257889198031e-05,
GE GEP5,GE GEP5,2,10.0,1.981257889198031e-05,
NANASEN SOLAR,NANASEN SOLAR,1,10.0,1.981257889198031e-05,
GWOATT,GWOATT,2,10.0,1.981257889198031e-05,
SHNEIDER ELECTRIC,Shneider Electric,1,10.0,1.981257889198031e-05,
540MLK 3,540MLK-3,1,10.0,1.981257889198031e-05,
BEL2000G3 US 2000,BEL2000G3-US-2000,1,10.0,1.981257889198031e-05,
RSM110 8 550M 550W,RSM110-8-550M 550W,1,10.0,1.981257889198031e-05,
10KW,10kW,1,10.0,1.981257889198031e-05,
10000TL3S,10000TL3S,1,10.0,1.981257889198031e-05,
10000,10000,1,10.0,1.981257889198031e-05,
ECOSOLORYS,EcoSolorys,1,10.0,1.981257889198031e-05,
SOFAR SOLAR GROWATT E SOFAR E DEYE,SOFAR SOLAR/GROWATT E SOFAR E DEYE,1,10.0,1.981257889198031e-05,
SS 460 60MDH,SS-460-60MDH,1,10.0,1.981257889198031e-05,
SUNNY BOY SOLAR INVERTER SMA,SUNNY BOY SOLAR INVERTER SMA,1,10.0,1.981257889198031e-05,
BEL ENERRGY,BEL ENERRGY |,1,10.0,1.981257889198031e-05,
NVERSOR 10 0 KW RENO 10K,"nversor 10,0 kW - RENO-10K",1,10.0,1.981257889198031e-05,
NTELBRAS IONS 10K M7,NTELBRAS IONS-10K M7,1,10.0,1.981257889198031e-05,
SUN TRIO,SUN TRIO,1,10.0,1.981257889198031e-05,
SUN MICRO,SUN Micro,1,10.0,1.981257889198031e-05,
JFY SUNTRE,JFY-SUNTRE,1,10.0,1.981257889198031e-05,
JFY OMINIK,JFY/OMINIK,1,10.0,1.981257889198031e-05,
ESM 5000,1303 - ESM-5000,2,10.0,1.981257889198031e-05,
HOYMILES AUXSOL TSUNESS,HOYMILES/AUXSOL/TSUNESS,1,10.0,1.981257889198031e-05,
AW MIP2 5,AW-MIP2.5,1,10.0,1.981257889198031e-05,
SUNNY BOY 1300TL,SUNNY BOY 1300TL,1,10.0,1.981257889198031e-05,
ECOSOLYES,ECOSOLYES,1,10.0,1.981257889198031e-05,
SOFARSOFARSOFARSOFAR,SOFARSOFARSOFARSOFAR,1,10.0,1.981257889198031e-05,
SOFARMOD,sofarmod ,2,10.0,1.981257889198031e-05,
RS8I 560M F30,RS8I-560M-F30,1,10.0,1.981257889198031e-05,
RENOVIIGI,RENOVIIGI,2,10.0,1.981257889198031e-05,
SMA HOYMILE S,SMA/HOYMILE S,1,10.0,1.981257889198031e-05,
OMNKISOL,omnkisol,1,10.0,1.981257889198031e-05,
INVTSOLIS,INVTSolis,1,10.0,1.981257889198031e-05,
RENOVIGI DEYE SUN,RENOVIGI     DEYE SUN,1,10.0,1.981257889198031e-05,
ELOSOLYS,ELOSOLYS,1,10.0,1.981257889198031e-05,
HOYMLILES,HOYMLILES,1,10.0,1.981257889198031e-05,
RENOVIGI DEYE SOFAR,RENOVIGI DEYE  SOFAR,1,10.0,1.981257889198031e-05,
TSM DE18M II 500,TSM-DE18M(II)-500,1,10.0,1.981257889198031e-05,
HPS 500D,hps 500d,1,10.0,1.981257889198031e-05,
SUN 10KG02P1 EU,SUN 10KG02P1 EU,1,10.0,1.981257889198031e-05,
PHB RENAC,PHB / RENAC,1,10.0,1.981257889198031e-05,
ELGI,ELGI,3,10.0,1.981257889198031e-05,
ECOSOLYSL,ECOSOLYSL,1,10.0,1.981257889198031e-05,
RENOVIG RENO,RENOVIG RENO,1,10.0,1.981257889198031e-05,
RENOVIFI,RENOVIFI,1,10.0,1.981257889198031e-05,
RENOVICI,RENOVICI,2,10.0,1.981257889198031e-05,
FOXG,FOXG,1,10.0,1.981257889198031e-05,
SP N16 144HG,SP-N16/144HG	,1,10.0,1.981257889198031e-05,
1P10K4G,1P10K4G,1,10.0,1.981257889198031e-05,
ECOSOLIYS,ECOSOLIYS,1,10.0,1.981257889198031e-05,
SAJ GOODWE TSUN,SAJ / GOODWE / TSUN,1,10.0,1.981257889198031e-05,
NAC10KDT,NAC10KDT,1,10.0,1.981257889198031e-05,
GEROWATT,GEROWATT,1,10.0,1.981257889198031e-05,
EAEST,EAEST,1,10.0,1.981257889198031e-05,
PHN SOLAR,PHN SOLAR,1,10.0,1.981257889198031e-05,
SOFER SOLAR,SOFER SOLAR,1,10.0,1.981257889198031e-05,
AUGUSTA,AUGUSTA,1,10.0,1.981257889198031e-05,
SOJA,SOJA,1,10.0,1.981257889198031e-05,
HUAWEI WEG SUN2000L 5KTL SIW300H M050,HUAWEI/WEG-SUN2000L-5KTL(SIW300H M050),2,10.0,1.981257889198031e-05,
10 08,"10,08",1,10.0,1.981257889198031e-05,
MONO PERC RISEN HALF CELL,Mono-perc Risen Half-Cell,1,10.0,1.981257889198031e-05,
GLOWATT,GLOWATT,2,10.0,1.981257889198031e-05,
SOLPLANT ASW,SOLPLANT ASW,1,10.0,1.981257889198031e-05,
CHIINT POWER,CHIINT POWER,1,10.0,1.981257889198031e-05,
EACH ENERFY,EACH ENERFY,2,10.0,1.981257889198031e-05,
AMERISOL,AMERISOL,1,10.0,1.981257889198031e-05,
GINLONE,Ginlone,1,10.0,1.981257889198031e-05,
TSUNESSE,TSUNESSE,1,10.0,1.981257889198031e-05,
PLANET SOLAR,PLANET SOLAR,1,10.0,1.981257889198031e-05,
INVERSOR SOFA MICRO INVERSOR,Inversor: sofa; Micro Inversor:,1,10.0,1.981257889198031e-05,
EAST EA3KSI EA7KSI,EAST EA3KSI/EA7KSI,1,10.0,1.981257889198031e-05,
EAST SOLAR,EAST SOLAR,2,10.0,1.981257889198031e-05,
GINLONG TECHNOLO GIE,GINLONG TECHNOLO GIE,1,10.0,1.981257889198031e-05,
MONO HALF JAM72S30 550 MR 550 W,Mono Half - JAM72S30-550 MR 550 W,1,10.0,1.981257889198031e-05,
MONO HALF CELL 440W,MONO HALF-CELL 440W,2,10.0,1.981257889198031e-05,
HY M10 144550W,HY-M10/144550w,1,10.0,1.981257889198031e-05,
INVERSOR ON GRID 10KW IONS 10K M7,INVERSOR ON GRID 10KW IONS-10K M7,1,10.0,1.981257889198031e-05,
WDC 10KTL G2,WDC|10KTL-G2,1,10.0,1.981257889198031e-05,
RENOUGI,RENOUGI,1,10.0,1.981257889198031e-05,
HUYMILES,Huymiles,2,10.0,1.981257889198031e-05,
SAJA SOLAR,SAJA SOLAR,1,10.0,1.981257889198031e-05,
ASTRO570W,ASTRO570W,1,10.0,1.981257889198031e-05,
EACH ENERGY ES10K M1,EACH ENERGY ES10K-M1,1,10.0,1.981257889198031e-05,
CENTRAL RENO,central reno,2,10.0,1.981257889198031e-05,
SOLTPLANET,SOLTPLANET,2,10.0,1.981257889198031e-05,
SOLPLNAET 10K,SOLPLNAET 10K,1,10.0,1.981257889198031e-05,
PRO550WGROWATT,Pro550wGROWATT,1,10.0,1.981257889198031e-05,
EACH ENRGY,each enrgy,1,10.0,1.981257889198031e-05,
BYD335P6K 36,BYD335P6K-36,1,10.0,1.981257889198031e-05,
SSOLIS S5 GR1P10K,SSOLIS S5-GR1P10K,1,10.0,1.981257889198031e-05,
SUN5K G,SUN5K-G,2,10.0,1.981257889198031e-05,
NTELBRAS EGT 10000 PRO G2,NTELBRAS EGT 10000 PRO G2,1,10.0,1.981257889198031e-05,
HL 144M 550W,HL-144M 550W,1,10.0,1.981257889198031e-05,
HMS20004T,HMS20004T,2,10.0,1.981257889198031e-05,
RENOVIGIRENO 5K PLUS,RENOVIGIRENO 5K PLUS,2,10.0,1.981257889198031e-05,
BELENERGY INVSBE MO 220V 5KW,BELENERGY INVSBE-MO-220V-5KW,2,10.0,1.981257889198031e-05,
OPHB,OPHB,1,10.0,1.981257889198031e-05,
OPEN RENEWABLES,Open Renewables,1,10.0,1.981257889198031e-05,
EGT 10000 PRO G2 10KW,895 - EGT 10000 PRO G2 10KW,1,10.0,1.981257889198031e-05,
SHENZHEN GROY WATT NEW ENERG,SHENZHEN GROY WATT NEW ENERG,1,10.0,1.981257889198031e-05,
MONO OSDA 400W,MONO OSDA 400W,1,10.0,1.981257889198031e-05,
SUNPOWER,SUNPOWER,1,10.0,1.981257889198031e-05,
SUNPLANET,Sunplanet,2,10.0,1.981257889198031e-05,
EYE SUN 10K G,EYE SUN-10K-G,1,10.0,1.981257889198031e-05,
LIVOLLTEK,Livolltek,1,10.0,1.981257889198031e-05,
MODULO 435WP MONO HC JKM435M 6TL4 V JINKO PROMO,- MODULO 435WP - MONO - HC (JKM435M-6TL4-V) JINKO - PROMO,2,10.0,1.981257889198031e-05,
GUANGZHOU SANJING TDA,GUANGZHOU SANJING TDA,1,10.0,1.981257889198031e-05,
GW10KMS,GW10KMS,1,10.0,1.981257889198031e-05,
GW10K DT,GW10K-DT,1,10.0,1.981257889198031e-05,
INVERSOR MICRO INVERSOR TECHPOWER,Inversor: ; Micro Inversor: TECHPOWER,1,10.0,1.981257889198031e-05,
BENDINI,BENDINI,1,10.0,1.981257889198031e-05,
PAINEL SOLAR NPLUS,PAINEL SOLAR NPLUS,1,10.0,1.981257889198031e-05,
FRONIUS E SOFAR SOLAR,FRONIUS e SOFAR SOLAR,1,10.0,1.981257889198031e-05,
HENZEN SOFA,HENZEN SOFA,1,10.0,1.981257889198031e-05,
BEDINSOLARSOLAR,BEDINSOLARSOLAR,1,10.0,1.981257889198031e-05,
SUNGROW DEYE 2 SUNGROW 1,Sungrow+DEYE (2) + SUNGROW (1),1,10.0,1.981257889198031e-05,
BENYI ELECTRICAL,BENYI ELECTRICAL,2,10.0,1.981257889198031e-05,
HUAWEISUNGROW,HUAWEISUNGROW,1,10.0,1.981257889198031e-05,
TSM PE15H 350,TSM-PE15H-350,1,10.0,1.981257889198031e-05,
EMAPALUX,EMAPALUX,1,10.0,1.981257889198031e-05,
PAINEL SOLAR,PAINEL SOLAR,1,10.0,1.981257889198031e-05,
AFORE ENERGY,AFORE ENERGY,1,10.0,1.981257889198031e-05,
KEHUA APSYSTEMS,KEHUA APSYSTEMS,1,10.0,1.981257889198031e-05,
IONS 10K M7,2015 - IONS-10K M7,1,10.0,1.981257889198031e-05,
IONS 10K,1850 - IONS-10K,1,10.0,1.981257889198031e-05,
EA5KSI,EA5KSI,2,10.0,1.981257889198031e-05,
GW 10K MS 30,GW 10K-MS-30,1,10.0,1.981257889198031e-05,
GOODEWE GW10K MS,GOODEWE - GW10K-MS,1,10.0,1.981257889198031e-05,
2 583 00,"2.583,00",1,10.0,1.981257889198031e-05,
BELEGERGY,BelEgergy,2,10.0,1.981257889198031e-05,
ODA 555 36V MH,ODA-555-36V-MH,1,10.0,1.981257889198031e-05,
FOXSESS,FOXSESS,1,10.0,1.981257889198031e-05,
SMA DEYR,SMA|DEYR,1,10.0,1.981257889198031e-05,
LIVOLTEKGT1 10K D,LIVOLTEKGT1-10K-D,1,10.0,1.981257889198031e-05,
LIVOLTEK X GROWATT,LIVOLTEK x Growatt,1,10.0,1.981257889198031e-05,
RENO B550 EX MONO HALFCELL,RENO-B550-Ex-Mono-HalfCell,1,10.0,1.981257889198031e-05,
INVERSOR INGECON SUN 10TL MICRO INVERSOR,Inversor: Ingecon Sun 10TL; Micro Inversor:,1,10.0,1.981257889198031e-05,
INVERSOR MBTECH MICRO INVERSOR,Inversor: MBTech ; Micro Inversor:,1,10.0,1.981257889198031e-05,
RENOCIGI,RENOCIGI,2,10.0,1.981257889198031e-05,
SG9 0 10RS L,SG9.0|10RS-L,1,10.0,1.981257889198031e-05,
GOODWESOLAR,GOODWESOLAR,1,10.0,1.981257889198031e-05,
GOODWEGROWATT,GOODWEGROWATT,1,10.0,1.981257889198031e-05,
GT1 10KT2,GT1-10KT2,1,10.0,1.981257889198031e-05,
15 12 2022,15/12/2022,1,10.0,1.981257889198031e-05,
GOODWAY,GOODWAY,1,10.0,1.981257889198031e-05,
Q POWER L G5 365W,Q.Power L–G5 365W,1,10.0,1.981257889198031e-05,
INVERSOR MICRO INVERSOR NOTHERN ELETRIC POWER,Inversor: ; Micro Inversor: NOTHERN ELETRIC POWER,1,10.0,1.981257889198031e-05,
GOODWE SOLAR 298 DEYE,280 - GOODWE SOLAR / 298 - DEYE,1,10.0,1.981257889198031e-05,
BS5K,BS5K,1,10.0,1.981257889198031e-05,
INVERSOR SUNGOW MICRO INVERSOR,Inversor: SUNGOW; Micro Inversor:,1,10.0,1.981257889198031e-05,
G R O W AT T,G R O W AT T,1,10.0,1.981257889198031e-05,
GCL M10 72H 550WP,GCL M10/72H 550Wp,1,10.0,1.981257889198031e-05,
KSART,ksart,1,10.0,1.981257889198031e-05,
KSG 5KDM,KSG-5KDM,1,10.0,1.981257889198031e-05,
KSG 5K SM,KSG-5K-SM,1,10.0,1.981257889198031e-05,
B B POWER 5KTN E SOLIS 1P5K 4G E RENOVIGI,B&B POWER / 5KTN e SOLIS / 1P5K-4G e RENOVIGI -,1,10.0,1.981257889198031e-05,
GCL P6 72 330,GCL-P6/72-330,1,10.0,1.981257889198031e-05,
HANARSUN,HANARSUN,1,10.0,1.981257889198031e-05,
EEG,EEG,2,10.0,1.981257889198031e-05,
SOFAR SOLAR FRONIUS SOLAR,"SOFAR SOLAR, FRONIUS SOLAR",1,10.0,1.981257889198031e-05,
HOYMILLES E PRIMO,HOYMILLES E PRIMO,1,10.0,1.981257889198031e-05,
SO PLANET,SO PLANET,1,10.0,1.981257889198031e-05,
GT1 GT1 10K D,GT1 GT1-10K-D,1,10.0,1.981257889198031e-05,
SUN 5K G05 P1 EU AM2,SUN-5K-G05 P1-EU-AM2,2,10.0,1.981257889198031e-05,
BELENERGYA,belenergya,1,10.0,1.981257889198031e-05,
SUN 5K,SUN-5K,1,10.0,1.981257889198031e-05,
ANEEL,ANEEL,1,10.0,1.981257889198031e-05,
MIN8000TLX,MIN8000TLX,1,10.0,1.981257889198031e-05,
SOLAR MAXX TECH SMT 10KW S,SOLAR MAXX TECH SMT-10KW-S,1,10.0,1.981257889198031e-05,
CPS SCA10KTL PS,CPS SCA10KTL-PS,1,10.0,1.981257889198031e-05,
RENO RENO 10K,RENO/ RENO 10K,1,10.0,1.981257889198031e-05,
RENO PLUS,RENO PLUS,1,10.0,1.981257889198031e-05,
5X AP SYSTEMS,(5x) AP SYSTEMS,1,10.0,1.981257889198031e-05,
5KTLM G3 PRIMO 5,5KTLM-G3 /PRIMO 5,1,10.0,1.981257889198031e-05,
GOORDWER,GOORDWER,1,10.0,1.981257889198031e-05,
GOODWWE,GOODWWE,1,10.0,1.981257889198031e-05,
SANGROW SG10RS,SANGROW SG10RS,1,10.0,1.981257889198031e-05,
SUNWAYS 15KW,SunWays 15kw,1,10.0,1.981257889198031e-05,
EGT 10000 PRO G2,EGT 10000 PRO G2,1,10.0,1.981257889198031e-05,
GROWATYT,GROWATYT,1,10.0,1.981257889198031e-05,
MFVHO MO 132 665W,MFVHO-MO-132-665W,1,10.0,1.981257889198031e-05,
MIN 5000TL XH,1225 - MIN 5000TL-XH,2,10.0,1.981257889198031e-05,
MIN 5000 TL X,MIN 5000 TL-X	,2,10.0,1.981257889198031e-05,
SUNWAYS 10K,SunWays 10K,1,10.0,1.981257889198031e-05,
TRINA SOLAR QCELLS,TRINA SOLAR//QCELLS//,1,10.0,1.981257889198031e-05,
MIN10000 TL X,MIN10000 TL-X,1,10.0,1.981257889198031e-05,
SG6 0RS L 1630 SG4 0RS L,1599 - SG6.0RS-L;1630 - SG4.0RS-L,1,10.0,1.981257889198031e-05,
INVERSOR GW10K MS 30 MICRO INVERSOR,Inversor: GW10K-MS-30; Micro Inversor:,1,10.0,1.981257889198031e-05,
INVERSOR HOYMILLES MICRO INVERSOR,Inversor: HOYMILLES; Micro Inversor:,2,10.0,1.981257889198031e-05,
QXPV SOLAR,QXPV SOLAR,1,10.0,1.981257889198031e-05,
ULICA ULICA UL 505M 132HV,ULICA ULICA UL-505M 132HV,1,10.0,1.981257889198031e-05,
SOLIS DEYE INVERSORES,SOLIS / DEYE INVERSORES,1,10.0,1.981257889198031e-05,
GROWTATT,GROWTATT,2,10.0,1.981257889198031e-05,
SUNWAYS STS 10KTL,SUNWAYS STS-10KTL,1,10.0,1.981257889198031e-05,
FRONIUS 19 SOLIS,Fronius / 19 - SOLIS,1,10.0,1.981257889198031e-05,
HUAWEI 106 SOLIS,124 - HUAWEI 106 - SOLIS,1,10.0,1.981257889198031e-05,
HUAWEAI,HUAWEAI,1,10.0,1.981257889198031e-05,
19 83,"19,83",1,10.0,1.981257889198031e-05,
TSM DE15MII,TSM-DE15MII,2,10.0,1.981257889198031e-05,
ALSYS,ALSYS,1,10.0,1.981257889198031e-05,
B B POWERT,B&B Powert,1,10.0,1.981257889198031e-05,
KOPP KUARA 5 0 2 S,KOPP KUARA 5.0-2-S,2,10.0,1.981257889198031e-05,
SIW INVERSORES STRING WE,siw - inversores string - WE,1,10.0,1.981257889198031e-05,
PHB5000D NS 5KW,PHB5000D-NS-5kW,2,10.0,1.981257889198031e-05,
SMA TECHNOLOCIE,SMA TECHNOLOCIE,2,10.0,1.981257889198031e-05,
JAM66D45 610 LB,JAM66D45-610/LB,1,10.0,1.981257889198031e-05,
HOYMILESMO,hoymilesmo,1,10.0,1.981257889198031e-05,
RENOVIGI SOLIS RENO 5K PLUS 1P5K 4G,RENOVIGI (SOLIS)/RENO 5K PLUS (1P5K-4G),1,10.0,1.981257889198031e-05,
CPS CPS SCA10KTL PSM EU,CPS CPS SCA10KTL-PSM/EU,1,10.0,1.981257889198031e-05,
CP18 72HT560W,CP18-72HT560W,1,10.0,1.981257889198031e-05,
DHN 72R18 610W MONO,DHN-72R18-610W MONO	,1,10.0,1.981257889198031e-05,
SOLPLANET E 15 SAJ,129 - SOLPLANET e 15 - SAJ,1,10.0,1.981257889198031e-05,
SOLPLANET E 106 SOLIS,164 - SOLPLANET e 106 - SOLIS,1,10.0,1.981257889198031e-05,
SOLPLANET ASW E GROWATT,SOLPLANET ASW e GROWATT,1,10.0,1.981257889198031e-05,
INVERSOR FRONUS PRIMOS,INVERSOR FRONUS PRIMOS,2,10.0,1.981257889198031e-05,
DHN 66Z216 DG FS 610W,DHN-66Z216/DG/FS-610W,1,10.0,1.981257889198031e-05,
DHN,DHN-,1,10.0,1.981257889198031e-05,
SOLAR MAXX TECH SMT 5KW S,SOLAR MAXX TECH SMT 5KW-S,2,10.0,1.981257889198031e-05,
R5 10K T2,757 - R5-10K-T2,1,10.0,1.981257889198031e-05,
DHM 72L9 440W,DHM-72L9-440W,2,10.0,1.981257889198031e-05,
SOLAR PV,SOLAR PV,2,10.0,1.981257889198031e-05,
SOLAR ONGRID INVERSOR SUN,Solar Ongrid Inversor Sun,1,10.0,1.981257889198031e-05,
RENO 10K HC,RENO-10K-HC,1,10.0,1.981257889198031e-05,
HYPONTE CH,HYPONTE CH,2,10.0,1.981257889198031e-05,
430W ZXM6 NH144 MONO HALF CELL,430W - ZXM6-NH144 - Mono - Half Cell,1,10.0,1.981257889198031e-05,
G5K D,G5K-D,2,10.0,1.981257889198031e-05,
SOLIS DEYE SOLIS DEYE,Solis Deye Solis Deye,2,10.0,1.981257889198031e-05,
MIN 10000TLX,MIN 10000TLX,1,10.0,1.981257889198031e-05,
SYMO 10 0,SYMO 10.0,1,10.0,1.981257889198031e-05,
DEYESUN 10K G,DEYESUN 10K G,1,10.0,1.981257889198031e-05,
DEYO,DEYO,2,10.0,1.981257889198031e-05,
LP182 182 M 78 MH 590,LP182*182-M-78-MH-590,1,10.0,1.981257889198031e-05,
GROWATTMIN10000TL,GROWATTMIN10000TL,1,10.0,1.981257889198031e-05,
HYX IPOWER,HYX IPOWER,1,10.0,1.981257889198031e-05,
CRIOWATT,CRIOWATT,1,10.0,1.981257889198031e-05,
SB4 0 1AV 41,SB4.0-1AV-41,1,10.0,1.981257889198031e-05,
LR 5 72 HPH545M,LR 5-72 HPH545M,2,10.0,1.981257889198031e-05,
GROWATTMIN10000,GROWATTMIN10000,1,10.0,1.981257889198031e-05,
400M7K 36,400M7K-36,1,10.0,1.981257889198031e-05,
ERA RCC66HD600M 6,ERA-RCC66HD600M 6,1,10.0,1.981257889198031e-05,
ERA RC 66HD620M,ERA-RC-66HD620M,1,10.0,1.981257889198031e-05,
SUNGEOW,SUNGEOW,1,10.0,1.981257889198031e-05,
WWEG SIW200G M060 W0,WWEG / SIW200G M060 W0,2,10.0,1.981257889198031e-05,
DEYERSUM,DEYERSUM,1,10.0,1.981257889198031e-05,
INVERSOR 5KLM G3,INVERSOR 5KLM-G3,2,10.0,1.981257889198031e-05,
GRIWTT,GRIWTT/,1,10.0,1.981257889198031e-05,
MID10KTL3,MID10KTL3,1,10.0,1.981257889198031e-05,
DAH SOLARX,DAH SOLARX,1,10.0,1.981257889198031e-05,
CS6W 545,CS6W-545,1,10.0,1.981257889198031e-05,
DAHSOALR,DAHSOALR,1,10.0,1.981257889198031e-05,
BEL 4K G 840 NAC6K DS,832 - BEL-4K-G;840 - NAC6K-DS,1,10.0,1.981257889198031e-05,
BEL BEL 5K G,BEL / BEL-5K-G,2,10.0,1.981257889198031e-05,
SOLPIANEI,SOLPIANEÍ,1,10.0,1.981257889198031e-05,
1UN WEG 2UN DEYE SOLAR,1un WEG 2un DEYE SOLAR,1,10.0,1.981257889198031e-05,
DH,DH,1,10.0,1.981257889198031e-05,
RENCIVIGI,RENCIVIGI,1,10.0,1.981257889198031e-05,
RENAVIGI,RENAVIGI,1,10.0,1.981257889198031e-05,
GROWATTMIN 5000TL X,GROWATTMIN 5000TL-X,2,10.0,1.981257889198031e-05,
GROWATTMODELO DO INVERSORGROWATT MIN10000TL,GROWATTMODELO DO INVERSORGROWATT MIN10000TL,1,10.0,1.981257889198031e-05,
NEXEN ELGIN,NEXEN ; ELGIN,1,10.0,1.981257889198031e-05,
TSM DE17M TSM DE17M TSM DE17M,TSM-DE17M | TSM-DE17M | TSM-DE17M,1,10.0,1.981257889198031e-05,
TSM DE17M II 455,TSM-DE17M(II) 455,2,10.0,1.981257889198031e-05,
ONMIK SOLAR,Onmik Solar,1,10.0,1.981257889198031e-05,
FRONIUS SHENZEN SOFAR,FRONIUS; SHENZEN SOFAR,1,10.0,1.981257889198031e-05,
S5 GR1P5K,S5-GR1P5K,1,10.0,1.981257889198031e-05,
BLUE G5000D,BluE-G5000D,1,10.0,1.981257889198031e-05,
INVSBE MO 220V 10KW,INVSBE-MO-220V-10KW,1,10.0,1.981257889198031e-05,
ELGIN PHB,ELGIN / PHB,1,10.0,1.981257889198031e-05,
ELGIM ELGIM,ELGIM | ELGIM,1,10.0,1.981257889198031e-05,
FRONUS INVERSOR,FRONUS INVERSOR,1,10.0,1.981257889198031e-05,
SOLFAR10KTLMG32,SOLFAR10KTLMG32,1,10.0,1.981257889198031e-05,
SOLOIS,SOLOIS,1,10.0,1.981257889198031e-05,
INVERSOR DEVE MICRO INVERSOR,Inversor: DEVE; Micro Inversor:,1,10.0,1.981257889198031e-05,
REN OVIGI,Ren ovigi,1,10.0,1.981257889198031e-05,
REISEN ENERGY,Reisen Energy/,2,10.0,1.981257889198031e-05,
GROWAT MIN 10KTL X,GROWAT MIN 10KTL-X,1,10.0,1.981257889198031e-05,
GROWATT00,Growatt00,1,10.0,1.981257889198031e-05,
2XELGIN SUN 5K G,2XELGIN//SUN-5K-G,1,10.0,1.981257889198031e-05,
SCHUTTEN,Schutten,2,10.0,1.981257889198031e-05,
LUXEN LNVT 505M,LUXEN LNVT-505M,1,10.0,1.981257889198031e-05,
SG10RS L 220V 3MPPT,SG10RS-L - 220V - 3MPPT,1,10.0,1.981257889198031e-05,
SOLISCANADIAN,SOLISCANADIAN,1,10.0,1.981257889198031e-05,
SOLIS1P10K4G,Solis1P10k4G,1,10.0,1.981257889198031e-05,
SOLIS1P10 K 4G BIFASICO WIFI,solis1p10 k-4g bifasico- wifi,1,10.0,1.981257889198031e-05,
FOTOV LONGI,FOTOV. LONGI,2,10.0,1.981257889198031e-05,
DAH SOLA,DAH SOLA,1,10.0,1.981257889198031e-05,
RM 575W 182M 144TBSOLIS,RM-575W-182M/144TBSOLIS,1,10.0,1.981257889198031e-05,
SMA B B,SMA;B&B,1,10.0,1.981257889198031e-05,
SOLPALNET A,SOLPALNET A,1,10.0,1.981257889198031e-05,
INVERSOR ZNSHINE MICRO INVERSOR,Inversor: ZNSHINE; Micro Inversor:,1,10.0,1.981257889198031e-05,
ELG580 M16NSO,ELG580-M16NSO,1,10.0,1.981257889198031e-05,
SMA SB5 0 1AV 40,SMA SB5.0-1AV-40,2,10.0,1.981257889198031e-05,
OURLUX,ourlux,1,10.0,1.981257889198031e-05,
JAM72S01 375 PR,JAM72S01-375/PR,1,10.0,1.981257889198031e-05,
ORIZON R5 10K T2,ORIZON / R5-10K-T2,1,10.0,1.981257889198031e-05,
SMA 5KW,SMA 5KW,1,10.0,1.981257889198031e-05,
RGT M 5K 220V,RGT-M 5K 220V,2,10.0,1.981257889198031e-05,
HOY ILES,"HOY,ILES",2,10.0,1.981257889198031e-05,
SOLID,SOLID,2,10.0,1.981257889198031e-05,
JINKO JKM550M60HL 4 V 550W TIGER PRO MONO,JINKO JKM550M60HL 4-V 550W TIGER PRO MONO,1,10.0,1.981257889198031e-05,
SG10KTL M,132 - SG10KTL-M,1,10.0,1.981257889198031e-05,
GROWAAT MIN 10000TL X,GROWAAT MIN-10000TL-X,1,10.0,1.981257889198031e-05,
TALMAX,TALMAX,1,10.0,1.981257889198031e-05,
TALESUN TSM472H 550,TALESUN | TSM472H-550,1,10.0,1.981257889198031e-05,
MECH POWER,MECH POWER,1,10.0,1.981257889198031e-05,
TECH POWE,TECH POWE,2,10.0,1.981257889198031e-05,
TSM 400 DE15H II,TSM-400 DE15H(II),2,10.0,1.981257889198031e-05,
SERRANA SUNUNO PLUS 5K M,SERRANA - SUNUNO PLUS 5K-M,2,10.0,1.981257889198031e-05,
2DEYE,2DEYE,1,10.0,1.981257889198031e-05,
ANTRONERGY,Antronergy,1,10.0,1.981257889198031e-05,
TECHOPWER,techopwer,1,10.0,1.981257889198031e-05,
INNOVA ENERGY,INNOVA ENERGY,2,10.0,1.981257889198031e-05,
INMETRO CERTIFICATE,Inmetro Certificate,2,10.0,1.981257889198031e-05,
GROWALT MIN 10000 TL X,GROWALT MIN 10000 TL-X,1,10.0,1.981257889198031e-05,
GROWAITGROWAIT,GROWAITGROWAIT,1,10.0,1.981257889198031e-05,
GROWALTT 10KW,GROWALTT 10KW,1,10.0,1.981257889198031e-05,
SG10 0RS S RS,SG10-0RS-S RS,1,10.0,1.981257889198031e-05,
JKM555 565N 72HL4 V,JKM555-565N-72HL4-V,1,10.0,1.981257889198031e-05,
JKM550M,JKM550M-,1,10.0,1.981257889198031e-05,
FROMIOUS,FROMIOUS,1,10.0,1.981257889198031e-05,
SIW300H M050 SUN2000L 5KTL,SIW300H M050 / SUN2000L-5KTL,1,10.0,1.981257889198031e-05,
JAM72S30 545MR,JAM72S30-545MR,2,10.0,1.981257889198031e-05,
JAM72S30 535MR,JAM72S30-535MR,3,10.0,1.981257889198031e-05,
SOLFAR 10K,SOLFAR 10K,1,10.0,1.981257889198031e-05,
BYDSOLAR,BYDSOLAR,1,10.0,1.981257889198031e-05,
