ano_mes,ano,faixa_potencia,marca,soma_kw,qtd_instalacoes,kw_medio_instalacao
1900-01,1900,≤10 kW,Astronergy,4.08,1,4.08
1900-01,1900,≤10 kW,Canadian Solar,7.34,2,3.67
1900-01,1900,≤10 kW,Hanersun,11.8,2,5.9
1900-01,1900,≤10 kW,JA Solar,5.0,1,5.0
1900-01,1900,≤10 kW,Luxen Solar,5.0,1,5.0
1900-01,1900,≤10 kW,Outros,4.28,1,4.28
1900-01,1900,≤10 kW,ReneSola,5.0,1,5.0
1900-01,1900,≤10 kW,Sunova,10.0,2,5.0
1900-01,1900,≤10 kW,Trina Solar,8.0,1,8.0
1900-01,1900,10–20 kW,LONGi Solar,10.5,1,10.5
1900-01,1900,20–75 kW,Jinko Solar,75.0,1,75.0
1900-01,1900,20–75 kW,Outros,66.0,1,66.0
2009-06,2009,≤10 kW,Canadian Solar,8.2,1,8.2
2009-06,2009,≤10 kW,OSDA,10.0,2,5.0
2009-06,2009,≤10 kW,Risen Energy,5.0,1,5.0
2009-09,2009,≤10 kW,Bel Energy,15.2,4,3.8
2009-09,2009,≤10 kW,DAH Solar,2.0,1,2.0
2009-09,2009,≤10 kW,Elgin,1.0,1,1.0
2009-09,2009,≤10 kW,JA Solar,2.0,1,2.0
2009-09,2009,≤10 kW,Outros,4.0,1,4.0
2009-09,2009,≤10 kW,Trina Solar,4.0,1,4.0
2009-09,2009,10–20 kW,Bel Energy,113.0,8,14.125
2009-09,2009,10–20 kW,KOMECO,10.45,1,10.45
2009-10,2009,≤10 kW,DAH Solar,10.0,1,10.0
2010-03,2010,20–75 kW,Sunova,30.0,1,30.0
2010-04,2010,≤10 kW,Trina Solar,1.2,1,1.2
2010-08,2010,≤10 kW,Jinko Solar,6.0,1,6.0
2010-09,2010,≤10 kW,Canadian Solar,6.0,1,6.0
2010-12,2010,≤10 kW,Outros,8.0,1,8.0
2011-02,2011,≤10 kW,LONGi Solar,2.0,1,2.0
2011-02,2011,≤10 kW,Outros,11.0,2,5.5
2011-04,2011,≤10 kW,Sunova,3.0,1,3.0
2011-06,2011,≤10 kW,Trina Solar,1.0,1,1.0
2011-06,2011,10–20 kW,Astronergy,15.4,1,15.4
2011-06,2011,10–20 kW,Bel Energy,14.0,1,14.0
2011-07,2011,10–20 kW,KOMECO,10.45,1,10.45
2011-09,2011,≤10 kW,Trina Solar,4.08,1,4.08
2011-10,2011,≤10 kW,Bel Energy,10.0,3,3.3333333333333335
2011-10,2011,≤10 kW,Canadian Solar,5.0,1,5.0
2011-10,2011,≤10 kW,DAH Solar,2.0,1,2.0
2011-10,2011,≤10 kW,Hanersun,8.0,1,8.0
2011-10,2011,≤10 kW,Helius Energy,13.0,2,6.5
2011-10,2011,≤10 kW,Honor Solar,1.0,1,1.0
2011-10,2011,≤10 kW,Intelbras,3.0,1,3.0
2011-10,2011,≤10 kW,JA Solar,6.0,1,6.0
2011-10,2011,≤10 kW,Jinko Solar,8.0,4,2.0
2011-10,2011,≤10 kW,LONGi Solar,11.0,2,5.5
2011-10,2011,≤10 kW,OSDA,5.0,2,2.5
2011-10,2011,≤10 kW,Outros,3.0,3,1.0
2011-10,2011,≤10 kW,Risen Energy,8.0,1,8.0
2011-10,2011,≤10 kW,Trina Solar,1.8,1,1.8
2011-10,2011,≤10 kW,WEG,6.0,1,6.0
2011-10,2011,≤10 kW,ZNShine Solar,10.0,1,10.0
2011-10,2011,10–20 kW,BYD,12.0,1,12.0
2011-10,2011,10–20 kW,Bel Energy,42.0,3,14.0
2011-10,2011,20–75 kW,BYD,60.0,1,60.0
2012-01,2012,≤10 kW,LONGi Solar,2.0,1,2.0
2012-01,2012,75–300 kW,Era Solar,195.0,1,195.0
2012-02,2012,300 kW–1 MW,Yingli Solar,403.0,1,403.0
2012-03,2012,≤10 kW,DAH Solar,2.0,1,2.0
2012-03,2012,≤10 kW,Tsun,1.0,1,1.0
2012-06,2012,≤10 kW,DAH Solar,3.0,1,3.0
2012-07,2012,≤10 kW,BYD,3.0,1,3.0
2012-09,2012,≤10 kW,Bedin Solar,2.0,1,2.0
2012-09,2012,≤10 kW,DAH Solar,6.0,3,2.0
2012-09,2012,≤10 kW,Intelbras,6.0,1,6.0
2012-09,2012,≤10 kW,JA Solar,6.0,1,6.0
2012-09,2012,≤10 kW,Jinko Solar,6.0,3,2.0
2012-09,2012,≤10 kW,LONGi Solar,6.0,1,6.0
2012-09,2012,≤10 kW,OSDA,9.0,2,4.5
2012-09,2012,≤10 kW,Outros,2.0,2,1.0
2012-09,2012,≤10 kW,Sine Energy,10.0,1,10.0
2012-09,2012,≤10 kW,Sunova,11.0,2,5.5
2012-09,2012,≤10 kW,Tsun,8.0,2,4.0
2012-09,2012,≤10 kW,ZNShine Solar,53.0,6,8.833333333333334
2012-09,2012,10–20 kW,LONGi Solar,14.0,1,14.0
2012-10,2012,≤10 kW,DAH Solar,2.0,1,2.0
2012-11,2012,≤10 kW,LONGi Solar,10.0,1,10.0
2012-12,2012,≤10 kW,BYD,3.0,1,3.0
2012-12,2012,≤10 kW,Outros,6.8,1,6.8
2013-02,2013,≤10 kW,Intelbras,2.67,1,2.67
2013-03,2013,≤10 kW,Bel Energy,2.0,1,2.0
2013-04,2013,≤10 kW,DAH Solar,1.0,1,1.0
2013-04,2013,10–20 kW,Outros,15.0,1,15.0
2013-05,2013,≤10 kW,Bel Energy,1.0,1,1.0
2013-05,2013,≤10 kW,JA Solar,5.0,1,5.0
2013-05,2013,≤10 kW,Sunova,2.0,1,2.0
2013-05,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-05,2013,20–75 kW,DAH Solar,75.0,1,75.0
2013-05,2013,20–75 kW,Intelbras,75.0,1,75.0
2013-06,2013,≤10 kW,Jinko Solar,1.0,1,1.0
2013-06,2013,10–20 kW,KOMECO,10.45,1,10.45
2013-06,2013,20–75 kW,Canadian Solar,24.0,1,24.0
2013-06,2013,20–75 kW,Yingli Solar,27.0,1,27.0
2013-07,2013,≤10 kW,BEYONDSUN,10.0,1,10.0
2013-07,2013,≤10 kW,BYD,1.0,1,1.0
2013-07,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-08,2013,≤10 kW,Bel Energy,2.2,1,2.2
2013-08,2013,≤10 kW,Canadian Solar,5.41,2,2.705
2013-08,2013,≤10 kW,DAH Solar,8.0,4,2.0
2013-08,2013,≤10 kW,LONGi Solar,5.0,1,5.0
2013-08,2013,≤10 kW,OSDA,2.0,2,1.0
2013-08,2013,≤10 kW,Outros,5.0,2,2.5
2013-08,2013,≤10 kW,Yingli Solar,8.0,1,8.0
2013-08,2013,10–20 kW,Bel Energy,42.0,3,14.0
2013-08,2013,20–75 kW,Outros,22.8,1,22.8
2013-08,2013,75–300 kW,Canadian Solar,250.0,1,250.0
2013-09,2013,≤10 kW,Bel Energy,2.0,1,2.0
2013-09,2013,≤10 kW,DAH Solar,2.0,1,2.0
2013-09,2013,≤10 kW,Outros,0.6,1,0.6
2013-09,2013,≤10 kW,Yingli Solar,7.8,2,3.9
2013-09,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-09,2013,20–75 kW,Outros,32.0,1,32.0
2013-10,2013,≤10 kW,Honor Solar,8.0,1,8.0
2013-10,2013,≤10 kW,Jinko Solar,2.0,1,2.0
2013-10,2013,≤10 kW,Outros,6.08,2,3.04
2013-10,2013,≤10 kW,Yingli Solar,10.6,4,2.65
2013-10,2013,10–20 kW,Yingli Solar,24.119999999999997,2,12.059999999999999
2013-10,2013,20–75 kW,Outros,37.8,1,37.8
2013-11,2013,≤10 kW,DAH Solar,2.0,1,2.0
2013-11,2013,≤10 kW,Outros,2.0,1,2.0
2013-11,2013,≤10 kW,Sunergy,5.29,1,5.29
2013-11,2013,≤10 kW,Yingli Solar,8.11,2,4.055
2013-11,2013,10–20 kW,Outros,12.7,1,12.7
2013-12,2013,≤10 kW,Canadian Solar,5.050000000000001,2,2.5250000000000004
2013-12,2013,≤10 kW,DAH Solar,8.0,1,8.0
2013-12,2013,≤10 kW,Jinko Solar,2.0,1,2.0
2013-12,2013,≤10 kW,Outros,14.86,2,7.43
2013-12,2013,≤10 kW,Trina Solar,10.4,3,3.466666666666667
2013-12,2013,≤10 kW,Yingli Solar,2.0,1,2.0
2013-12,2013,10–20 kW,Bel Energy,14.0,1,14.0
2013-12,2013,10–20 kW,Não informado,10.9,1,10.9
2013-12,2013,10–20 kW,Trina Solar,13.0,1,13.0
2014-01,2014,≤10 kW,Canadian Solar,8.08,3,2.6933333333333334
2014-01,2014,≤10 kW,GCL System,5.0,1,5.0
2014-01,2014,≤10 kW,Outros,5.88,2,2.94
2014-01,2014,≤10 kW,Yingli Solar,3.5,2,1.75
2014-01,2014,20–75 kW,Não informado,30.36,1,30.36
2014-02,2014,≤10 kW,BYD,3.29,1,3.29
2014-02,2014,≤10 kW,Outros,29.939999999999998,10,2.9939999999999998
2014-02,2014,≤10 kW,Trina Solar,5.39,1,5.39
2014-02,2014,≤10 kW,Ulica Solar,10.0,1,10.0
2014-02,2014,≤10 kW,Yingli Solar,19.35,4,4.8375
2014-02,2014,20–75 kW,BYD,21.12,1,21.12
2014-03,2014,≤10 kW,Canadian Solar,3.06,1,3.06
2014-03,2014,≤10 kW,DAH Solar,2.0,1,2.0
2014-03,2014,≤10 kW,Outros,6.1,3,2.033333333333333
2014-03,2014,≤10 kW,Yingli Solar,3.0,1,3.0
2014-03,2014,20–75 kW,Risen Energy,21.5,1,21.5
2014-03,2014,75–300 kW,Canadian Solar,76.0,1,76.0
2014-03,2014,75–300 kW,Não informado,248.0,1,248.0
2014-04,2014,≤10 kW,Não informado,3.5,1,3.5
2014-04,2014,≤10 kW,Outros,23.0,6,3.8333333333333335
2014-04,2014,≤10 kW,Yingli Solar,3.12,1,3.12
2014-04,2014,10–20 kW,Yingli Solar,10.3,1,10.3
2014-04,2014,20–75 kW,Não informado,25.99,1,25.99
2014-04,2014,20–75 kW,Outros,28.8,1,28.8
2014-04,2014,300 kW–1 MW,Yingli Solar,360.0,1,360.0
2014-05,2014,≤10 kW,Canadian Solar,6.890000000000001,4,1.7225000000000001
2014-05,2014,≤10 kW,DAH Solar,10.0,1,10.0
2014-05,2014,≤10 kW,Outros,19.21,5,3.842
2014-05,2014,≤10 kW,Yingli Solar,31.95,7,4.564285714285714
2014-05,2014,10–20 kW,Yingli Solar,11.52,1,11.52
2014-05,2014,20–75 kW,Risen Energy,33.0,1,33.0
2014-06,2014,≤10 kW,Canadian Solar,10.0,1,10.0
2014-06,2014,≤10 kW,Outros,20.08,4,5.02
2014-06,2014,≤10 kW,Trina Solar,5.0,2,2.5
2014-06,2014,≤10 kW,Yingli Solar,22.15,6,3.6916666666666664
2014-06,2014,10–20 kW,Bel Energy,14.0,1,14.0
2014-06,2014,10–20 kW,Outros,12.0,1,12.0
2014-07,2014,≤10 kW,BYD,8.1,1,8.1
2014-07,2014,≤10 kW,Bel Energy,2.0,1,2.0
2014-07,2014,≤10 kW,Canadian Solar,10.34,3,3.4466666666666668
2014-07,2014,≤10 kW,Outros,34.11,9,3.79
2014-07,2014,≤10 kW,Risen Energy,3.0,1,3.0
2014-07,2014,≤10 kW,Sunergy,3.0,1,3.0
2014-07,2014,≤10 kW,Trina Solar,4.9,2,2.45
2014-07,2014,≤10 kW,Yingli Solar,23.72,5,4.744
2014-07,2014,10–20 kW,BYD,12.5,1,12.5
2014-07,2014,10–20 kW,Outros,62.0,4,15.5
2014-07,2014,20–75 kW,Canadian Solar,46.06,2,23.03
2014-07,2014,300 kW–1 MW,Outros,361.64,1,361.64
2014-08,2014,≤10 kW,Canadian Solar,9.0,1,9.0
2014-08,2014,≤10 kW,Hanwha Q Cells,6.0,1,6.0
2014-08,2014,≤10 kW,Jinko Solar,5.0,1,5.0
2014-08,2014,≤10 kW,Outros,5.0,1,5.0
2014-08,2014,≤10 kW,Risen Energy,4.0,2,2.0
2014-08,2014,≤10 kW,Yingli Solar,25.919999999999998,9,2.88
2014-08,2014,10–20 kW,Bel Energy,14.0,1,14.0
2014-08,2014,10–20 kW,Yingli Solar,16.9,1,16.9
2014-08,2014,20–75 kW,Outros,44.08,2,22.04
2014-09,2014,≤10 kW,Canadian Solar,14.8,5,2.96
2014-09,2014,≤10 kW,Jinko Solar,3.0,1,3.0
2014-09,2014,≤10 kW,Não informado,10.0,1,10.0
2014-09,2014,≤10 kW,Outros,26.06,8,3.2575
2014-09,2014,≤10 kW,Risen Energy,6.5,2,3.25
2014-09,2014,≤10 kW,Trina Solar,1.0,1,1.0
2014-09,2014,≤10 kW,Yingli Solar,38.04,13,2.926153846153846
2014-09,2014,10–20 kW,Não informado,24.75,2,12.375
2014-09,2014,10–20 kW,Outros,12.0,1,12.0
2014-09,2014,20–75 kW,BYD,73.1,1,73.1
2014-09,2014,20–75 kW,Outros,111.0,2,55.5
2014-10,2014,≤10 kW,AXITEC,3.0,1,3.0
2014-10,2014,≤10 kW,BYD,2.0,1,2.0
2014-10,2014,≤10 kW,Canadian Solar,11.52,5,2.304
2014-10,2014,≤10 kW,GCL System,0.54,1,0.54
2014-10,2014,≤10 kW,GLOBO BRASIL,0.54,1,0.54
2014-10,2014,≤10 kW,Outros,45.93,12,3.8275
2014-10,2014,≤10 kW,Renovigi,4.0,1,4.0
2014-10,2014,≤10 kW,Yingli Solar,11.47,6,1.9116666666666668
2014-10,2014,20–75 kW,Canadian Solar,20.2,1,20.2
2014-11,2014,≤10 kW,AXITEC,3.0,1,3.0
2014-11,2014,≤10 kW,Canadian Solar,6.0,2,3.0
2014-11,2014,≤10 kW,Jinko Solar,6.0,1,6.0
2014-11,2014,≤10 kW,Outros,70.16,16,4.385
2014-11,2014,≤10 kW,Risen Energy,3.0,1,3.0
2014-11,2014,≤10 kW,Ulica Solar,1.75,1,1.75
2014-11,2014,≤10 kW,Yingli Solar,33.77,12,2.814166666666667
2014-11,2014,20–75 kW,Outros,30.36,1,30.36
2014-12,2014,≤10 kW,BYD,2.0,1,2.0
2014-12,2014,≤10 kW,Canadian Solar,22.54,5,4.508
2014-12,2014,≤10 kW,Honor Solar,10.0,1,10.0
2014-12,2014,≤10 kW,Outros,71.2,20,3.56
2014-12,2014,≤10 kW,Renovigi,5.0,1,5.0
2014-12,2014,≤10 kW,Yingli Solar,3.95,2,1.975
2014-12,2014,10–20 kW,Bel Energy,14.0,1,14.0
2014-12,2014,10–20 kW,Risen Energy,13.0,1,13.0
2014-12,2014,20–75 kW,Outros,74.5,1,74.5
2015-01,2015,≤10 kW,Canadian Solar,5.9,2,2.95
2015-01,2015,≤10 kW,Honor Solar,1.0,1,1.0
2015-01,2015,≤10 kW,Outros,54.86,18,3.0477777777777777
2015-01,2015,≤10 kW,Risen Energy,9.6,1,9.6
2015-01,2015,≤10 kW,Solis (Ginlong),3.6,1,3.6
2015-01,2015,≤10 kW,Sunergy,4.23,1,4.23
2015-01,2015,≤10 kW,Trina Solar,15.0,3,5.0
2015-01,2015,≤10 kW,Yingli Solar,66.76,15,4.450666666666667
2015-01,2015,10–20 kW,Bel Energy,14.0,1,14.0
2015-01,2015,10–20 kW,Canadian Solar,12.0,1,12.0
2015-01,2015,10–20 kW,Hanwha Q Cells,13.14,1,13.14
2015-01,2015,10–20 kW,Não informado,12.75,1,12.75
2015-01,2015,10–20 kW,Outros,59.0,4,14.75
2015-01,2015,10–20 kW,Yingli Solar,29.5,2,14.75
2015-01,2015,20–75 kW,Outros,21.0,1,21.0
2015-01,2015,20–75 kW,Risen Energy,30.0,1,30.0
2015-01,2015,75–300 kW,Outros,80.0,1,80.0
2015-02,2015,≤10 kW,AE Solar,10.0,1,10.0
2015-02,2015,≤10 kW,AXITEC,1.72,1,1.72
2015-02,2015,≤10 kW,Canadian Solar,16.95,4,4.2375
2015-02,2015,≤10 kW,DAH Solar,2.7,1,2.7
2015-02,2015,≤10 kW,Não informado,5.1,1,5.1
2015-02,2015,≤10 kW,Outros,38.52,12,3.2100000000000004
2015-02,2015,≤10 kW,Yingli Solar,44.23,10,4.423
2015-02,2015,10–20 kW,Outros,13.2,1,13.2
2015-02,2015,10–20 kW,Yingli Solar,11.76,1,11.76
2015-02,2015,20–75 kW,Outros,24.0,1,24.0
2015-02,2015,75–300 kW,Outros,182.7,1,182.7
2015-03,2015,≤10 kW,AXITEC,2.5,1,2.5
2015-03,2015,≤10 kW,Astronergy,2.85,1,2.85
2015-03,2015,≤10 kW,Bel Energy,2.2,1,2.2
2015-03,2015,≤10 kW,Canadian Solar,9.38,3,3.126666666666667
2015-03,2015,≤10 kW,MINASOL,1.65,2,0.825
2015-03,2015,≤10 kW,Não informado,1.0,1,1.0
2015-03,2015,≤10 kW,OSDA,5.0,1,5.0
2015-03,2015,≤10 kW,Outros,82.68,21,3.9371428571428573
2015-03,2015,≤10 kW,Risen Energy,7.5,1,7.5
2015-03,2015,≤10 kW,Yingli Solar,37.45,11,3.4045454545454548
2015-03,2015,10–20 kW,Bel Energy,14.0,1,14.0
2015-03,2015,10–20 kW,Não informado,12.75,1,12.75
2015-03,2015,10–20 kW,Outros,20.0,1,20.0
2015-03,2015,10–20 kW,Yingli Solar,12.0,1,12.0
2015-03,2015,20–75 kW,Renovigi,25.09,1,25.09
2015-04,2015,≤10 kW,AXITEC,3.0,1,3.0
2015-04,2015,≤10 kW,BYD,2.55,1,2.55
2015-04,2015,≤10 kW,Canadian Solar,42.3,8,5.2875
2015-04,2015,≤10 kW,DAH Solar,4.0,1,4.0
2015-04,2015,≤10 kW,MINASOL,1.2,1,1.2
2015-04,2015,≤10 kW,OSDA,8.0,2,4.0
2015-04,2015,≤10 kW,Outros,60.51,18,3.3616666666666664
2015-04,2015,≤10 kW,Risen Energy,8.75,3,2.9166666666666665
2015-04,2015,≤10 kW,Trina Solar,2.0,1,2.0
2015-04,2015,≤10 kW,Yingli Solar,51.36,13,3.9507692307692306
2015-04,2015,10–20 kW,Canadian Solar,17.5,1,17.5
2015-04,2015,10–20 kW,Não informado,11.0,1,11.0
2015-04,2015,10–20 kW,Outros,17.15,1,17.15
2015-04,2015,10–20 kW,Yingli Solar,23.759999999999998,2,11.879999999999999
2015-04,2015,20–75 kW,Canadian Solar,60.0,1,60.0
2015-05,2015,≤10 kW,AXITEC,6.0,1,6.0
2015-05,2015,≤10 kW,Bel Energy,2.0,1,2.0
2015-05,2015,≤10 kW,Canadian Solar,42.39,10,4.239
2015-05,2015,≤10 kW,Hanwha Q Cells,8.0,1,8.0
2015-05,2015,≤10 kW,Jinko Solar,1.5,1,1.5
2015-05,2015,≤10 kW,MINASOL,4.75,5,0.95
2015-05,2015,≤10 kW,Não informado,10.0,1,10.0
2015-05,2015,≤10 kW,Outros,107.47,33,3.256666666666667
2015-05,2015,≤10 kW,Yingli Solar,76.92,23,3.3443478260869566
2015-05,2015,10–20 kW,Canadian Solar,31.7,2,15.85
2015-05,2015,10–20 kW,DAH Solar,13.08,1,13.08
2015-05,2015,10–20 kW,Jinko Solar,15.6,1,15.6
2015-05,2015,10–20 kW,Não informado,12.75,1,12.75
2015-05,2015,10–20 kW,Risen Energy,18.0,1,18.0
2015-05,2015,10–20 kW,Yingli Solar,26.759999999999998,2,13.379999999999999
2015-05,2015,20–75 kW,Canadian Solar,60.0,1,60.0
2015-05,2015,20–75 kW,Não informado,90.36,2,45.18
2015-05,2015,20–75 kW,Outros,50.7,2,25.35
2015-06,2015,≤10 kW,AXITEC,7.0,2,3.5
2015-06,2015,≤10 kW,BYD,3.96,1,3.96
2015-06,2015,≤10 kW,Canadian Solar,14.2,4,3.55
2015-06,2015,≤10 kW,Não informado,16.2,2,8.1
2015-06,2015,≤10 kW,OSDA,4.0,1,4.0
2015-06,2015,≤10 kW,Outros,76.65,18,4.258333333333334
2015-06,2015,≤10 kW,Risen Energy,3.75,1,3.75
2015-06,2015,≤10 kW,Trina Solar,3.0,1,3.0
2015-06,2015,≤10 kW,Yingli Solar,54.379999999999995,13,4.183076923076923
2015-06,2015,10–20 kW,Canadian Solar,12.24,1,12.24
2015-06,2015,10–20 kW,Jinko Solar,14.68,1,14.68
2015-06,2015,10–20 kW,Outros,56.6,4,14.15
2015-06,2015,10–20 kW,Yingli Solar,10.29,1,10.29
2015-06,2015,20–75 kW,Hanwha Q Cells,28.2,1,28.2
2015-06,2015,20–75 kW,Não informado,60.72,2,30.36
2015-06,2015,20–75 kW,Outros,50.0,1,50.0
2015-06,2015,20–75 kW,Risen Energy,57.6,1,57.6
2015-07,2015,≤10 kW,AXITEC,7.5,3,2.5
2015-07,2015,≤10 kW,Canadian Solar,66.5,21,3.1666666666666665
2015-07,2015,≤10 kW,DAH Solar,8.0,1,8.0
2015-07,2015,≤10 kW,Jinko Solar,10.0,1,10.0
2015-07,2015,≤10 kW,Outros,96.9,29,3.341379310344828
2015-07,2015,≤10 kW,Risen Energy,11.5,4,2.875
2015-07,2015,≤10 kW,Yingli Solar,116.62,31,3.761935483870968
2015-07,2015,10–20 kW,Canadian Solar,41.71,3,13.903333333333334
2015-07,2015,10–20 kW,JA Solar,15.0,1,15.0
2015-07,2015,10–20 kW,Não informado,12.75,1,12.75
2015-07,2015,10–20 kW,Outros,31.0,2,15.5
2015-07,2015,10–20 kW,Resun,11.3,1,11.3
2015-07,2015,10–20 kW,Yingli Solar,27.25,2,13.625
2015-07,2015,20–75 kW,Astronergy,60.0,1,60.0
2015-07,2015,20–75 kW,Canadian Solar,36.0,1,36.0
2015-07,2015,20–75 kW,Jinko Solar,30.0,1,30.0
2015-07,2015,20–75 kW,Outros,55.07,2,27.535
2015-07,2015,20–75 kW,Yingli Solar,31.36,1,31.36
2015-07,2015,300 kW–1 MW,Yingli Solar,496.8,1,496.8
2015-08,2015,≤10 kW,AXITEC,3.7199999999999998,2,1.8599999999999999
2015-08,2015,≤10 kW,Canadian Solar,54.29,16,3.393125
2015-08,2015,≤10 kW,JA Solar,8.0,2,4.0
2015-08,2015,≤10 kW,Jinko Solar,2.0,1,2.0
2015-08,2015,≤10 kW,MINASOL,6.0,2,3.0
2015-08,2015,≤10 kW,Outros,195.99,54,3.6294444444444447
2015-08,2015,≤10 kW,Resun,0.5,1,0.5
2015-08,2015,≤10 kW,Risen Energy,18.0,5,3.6
2015-08,2015,≤10 kW,Sunergy,1.75,1,1.75
2015-08,2015,≤10 kW,Trina Solar,3.0,1,3.0
2015-08,2015,≤10 kW,Yingli Solar,118.64999999999999,34,3.4897058823529408
2015-08,2015,10–20 kW,Hanersun,11.0,1,11.0
2015-08,2015,10–20 kW,Outros,15.0,1,15.0
2015-08,2015,10–20 kW,Yingli Solar,24.259999999999998,2,12.129999999999999
2015-08,2015,20–75 kW,Canadian Solar,21.8,1,21.8
2015-08,2015,75–300 kW,Outros,89.4,1,89.4
2015-09,2015,≤10 kW,AXITEC,7.71,3,2.57
2015-09,2015,≤10 kW,BYD,2.88,1,2.88
2015-09,2015,≤10 kW,Canadian Solar,101.86,22,4.63
2015-09,2015,≤10 kW,DAH Solar,2.0,1,2.0
2015-09,2015,≤10 kW,Jinko Solar,2.0,1,2.0
2015-09,2015,≤10 kW,MINASOL,2.25,1,2.25
2015-09,2015,≤10 kW,Não informado,16.8,4,4.2
2015-09,2015,≤10 kW,Outros,109.37,31,3.5280645161290325
2015-09,2015,≤10 kW,Risen Energy,40.5,12,3.375
2015-09,2015,≤10 kW,Yingli Solar,133.65,33,4.05
2015-09,2015,10–20 kW,Não informado,16.0,1,16.0
2015-09,2015,10–20 kW,Outros,65.0,4,16.25
2015-09,2015,10–20 kW,Risen Energy,40.0,2,20.0
2015-09,2015,10–20 kW,Ulica Solar,35.0,2,17.5
2015-09,2015,10–20 kW,Yingli Solar,27.2,2,13.6
2015-09,2015,20–75 kW,Não informado,55.36,2,27.68
2015-09,2015,20–75 kW,Outros,25.0,1,25.0
2015-09,2015,20–75 kW,Risen Energy,50.0,1,50.0
2015-09,2015,20–75 kW,Yingli Solar,82.22999999999999,2,41.114999999999995
2015-09,2015,75–300 kW,Canadian Solar,130.0,1,130.0
2015-09,2015,75–300 kW,Jinko Solar,100.0,1,100.0
2015-10,2015,≤10 kW,AXITEC,9.5,3,3.1666666666666665
2015-10,2015,≤10 kW,BYD,5.0,1,5.0
2015-10,2015,≤10 kW,Bel Energy,2.0,1,2.0
2015-10,2015,≤10 kW,Canadian Solar,175.89,44,3.9974999999999996
2015-10,2015,≤10 kW,DAH Solar,2.2,2,1.1
2015-10,2015,≤10 kW,JA Solar,1.5,1,1.5
2015-10,2015,≤10 kW,Jinko Solar,12.65,4,3.1625
2015-10,2015,≤10 kW,MINASOL,2.4,4,0.6
2015-10,2015,≤10 kW,Não informado,15.0,2,7.5
2015-10,2015,≤10 kW,Outros,169.1,38,4.45
2015-10,2015,≤10 kW,Risen Energy,20.6,6,3.4333333333333336
2015-10,2015,≤10 kW,Ulica Solar,8.0,1,8.0
2015-10,2015,≤10 kW,Yingli Solar,138.86,32,4.339375
2015-10,2015,≤10 kW,ZNShine Solar,10.0,1,10.0
2015-10,2015,10–20 kW,AXITEC,33.0,2,16.5
2015-10,2015,10–20 kW,Canadian Solar,29.2,2,14.6
2015-10,2015,10–20 kW,Jinko Solar,14.32,1,14.32
2015-10,2015,10–20 kW,Yingli Solar,35.5,3,11.833333333333334
2015-10,2015,20–75 kW,Canadian Solar,42.84,2,21.42
2015-10,2015,20–75 kW,Outros,67.2,2,33.6
2015-10,2015,20–75 kW,Risen Energy,25.0,1,25.0
2015-10,2015,20–75 kW,Yingli Solar,89.81,2,44.905
2015-11,2015,≤10 kW,AXITEC,10.95,3,3.65
2015-11,2015,≤10 kW,BYD,3.35,1,3.35
2015-11,2015,≤10 kW,Canadian Solar,152.04,43,3.535813953488372
2015-11,2015,≤10 kW,Jinko Solar,22.66,7,3.237142857142857
2015-11,2015,≤10 kW,MINASOL,1.5,1,1.5
2015-11,2015,≤10 kW,Não informado,5.0,1,5.0
2015-11,2015,≤10 kW,Outros,147.87,45,3.286
2015-11,2015,≤10 kW,Risen Energy,36.0,8,4.5
2015-11,2015,≤10 kW,Yingli Solar,182.72,45,4.060444444444444
2015-11,2015,10–20 kW,Canadian Solar,85.2,5,17.04
2015-11,2015,10–20 kW,GCL System,12.5,1,12.5
2015-11,2015,10–20 kW,Não informado,12.0,1,12.0
2015-11,2015,10–20 kW,Outros,38.09,3,12.696666666666667
2015-11,2015,10–20 kW,Yingli Solar,26.21,2,13.105
2015-11,2015,20–75 kW,Canadian Solar,40.0,1,40.0
2015-11,2015,20–75 kW,Outros,222.8,6,37.13333333333333
2015-11,2015,1–5 MW,Canadian Solar,1263.0,1,1263.0
2015-12,2015,≤10 kW,AXITEC,17.8,5,3.56
2015-12,2015,≤10 kW,Canadian Solar,189.06,49,3.8583673469387754
2015-12,2015,≤10 kW,Jinko Solar,33.26,8,4.1575
2015-12,2015,≤10 kW,MINASOL,10.25,7,1.4642857142857142
2015-12,2015,≤10 kW,Não informado,13.75,3,4.583333333333333
2015-12,2015,≤10 kW,Outros,277.32,66,4.201818181818182
2015-12,2015,≤10 kW,Renovigi,1.5,1,1.5
2015-12,2015,≤10 kW,Risen Energy,70.33,22,3.196818181818182
2015-12,2015,≤10 kW,Trina Solar,5.0,1,5.0
2015-12,2015,≤10 kW,Yingli Solar,223.25,62,3.600806451612903
2015-12,2015,10–20 kW,Canadian Solar,112.46,8,14.0575
2015-12,2015,10–20 kW,Não informado,11.22,1,11.22
2015-12,2015,10–20 kW,Outros,71.4,5,14.280000000000001
2015-12,2015,10–20 kW,Yingli Solar,12.5,1,12.5
2015-12,2015,20–75 kW,Canadian Solar,100.0,4,25.0
2015-12,2015,20–75 kW,Não informado,30.36,1,30.36
2015-12,2015,20–75 kW,Outros,288.7,7,41.24285714285714
