ano_mes,ano,faixa_potencia,marca,soma_kw,qtd_instalacoes,kw_medio_instalacao
2023-12,2023,10–20 kW,Solis (Ginlong),14.0,1,14.0
2023-12,2023,10–20 kW,Sunergy,31.0,2,15.5
2023-12,2023,10–20 kW,Sungrow,65.27,4,16.3175
2023-12,2023,10–20 kW,Sunova,6459.41,426,15.162934272300468
2023-12,2023,10–20 kW,TAOISTIC,1128.4,74,15.24864864864865
2023-12,2023,10–20 kW,TW Solar,24.0,2,12.0
2023-12,2023,10–20 kW,Talesun,648.04,44,14.728181818181817
2023-12,2023,10–20 kW,Trina Solar,1138.34,75,15.177866666666665
2023-12,2023,10–20 kW,Tsun,5128.85,341,15.040615835777126
2023-12,2023,10–20 kW,Ulica Solar,171.0,10,17.1
2023-12,2023,10–20 kW,VSUN,15.0,1,15.0
2023-12,2023,10–20 kW,WEG,30.5,2,15.25
2023-12,2023,10–20 kW,Xpower,285.83,20,14.2915
2023-12,2023,10–20 kW,ZN SHINE,12.0,1,12.0
2023-12,2023,10–20 kW,ZNShine Solar,796.74,56,14.227500000000001
2023-12,2023,20–75 kW,AE Solar,685.0,13,52.69230769230769
2023-12,2023,20–75 kW,AXITEC,141.3,4,35.325
2023-12,2023,20–75 kW,Amerisolar,754.65,14,53.903571428571425
2023-12,2023,20–75 kW,Astronergy,2670.15,72,37.08541666666667
2023-12,2023,20–75 kW,BYD,1932.12,39,49.54153846153846
2023-12,2023,20–75 kW,Balfar Solar,73.0,2,36.5
2023-12,2023,20–75 kW,Bedin Solar,1751.72,31,56.50709677419355
2023-12,2023,20–75 kW,Bel Energy,3289.35,84,39.15892857142857
2023-12,2023,20–75 kW,Canadian Solar,8255.37,190,43.44931578947369
2023-12,2023,20–75 kW,Chint Solar,75.0,1,75.0
2023-12,2023,20–75 kW,DAH Solar,6403.27,150,42.68846666666667
2023-12,2023,20–75 kW,Elgin,895.83,21,42.65857142857143
2023-12,2023,20–75 kW,Empalux,681.35,18,37.85277777777778
2023-12,2023,20–75 kW,Era Solar,2809.48,77,36.486753246753246
2023-12,2023,20–75 kW,GCL System,410.0,11,37.27272727272727
2023-12,2023,20–75 kW,Growatt,38.0,1,38.0
2023-12,2023,20–75 kW,Hanersun,2297.51,57,40.307192982456144
2023-12,2023,20–75 kW,Hanwha Q Cells,50.0,1,50.0
2023-12,2023,20–75 kW,Helius Energy,75.0,1,75.0
2023-12,2023,20–75 kW,Honor Solar,2774.98,82,33.841219512195124
2023-12,2023,20–75 kW,Inimex,422.47,11,38.406363636363636
2023-12,2023,20–75 kW,Intelbras,2060.77,50,41.2154
2023-12,2023,20–75 kW,JA Solar,10636.08,242,43.95074380165289
2023-12,2023,20–75 kW,JNG,609.5,13,46.88461538461539
2023-12,2023,20–75 kW,Jinko Solar,11611.6,271,42.84723247232473
2023-12,2023,20–75 kW,KOMECO,223.0,5,44.6
2023-12,2023,20–75 kW,Kript,37.0,1,37.0
2023-12,2023,20–75 kW,LONGi Solar,6664.52,142,46.93323943661972
2023-12,2023,20–75 kW,Leapton Solar,4331.99,100,43.3199
2023-12,2023,20–75 kW,Luxen Solar,577.75,15,38.516666666666666
2023-12,2023,20–75 kW,MINASOL,138.3,3,46.1
2023-12,2023,20–75 kW,Nexen,498.55,13,38.35
2023-12,2023,20–75 kW,Não informado,8573.0,207,41.41545893719807
2023-12,2023,20–75 kW,ODEX,35.0,1,35.0
2023-12,2023,20–75 kW,OSDA,6697.22,161,41.5976397515528
2023-12,2023,20–75 kW,Ourolux,234.0,8,29.25
2023-12,2023,20–75 kW,Outros,7442.0,172,43.26744186046512
2023-12,2023,20–75 kW,Phono Solar,401.7,13,30.9
2023-12,2023,20–75 kW,Pulling Energy,661.62,18,36.75666666666667
2023-12,2023,20–75 kW,ReneSola,2309.89,53,43.582830188679246
2023-12,2023,20–75 kW,Renovigi,214.68,7,30.66857142857143
2023-12,2023,20–75 kW,Resun,1082.74,25,43.3096
2023-12,2023,20–75 kW,Risen Energy,5296.94,108,49.04574074074074
2023-12,2023,20–75 kW,Ronma Solar,409.4,10,40.94
2023-12,2023,20–75 kW,Sengi Solar,848.15,17,49.891176470588235
2023-12,2023,20–75 kW,Shinefar,293.8,8,36.725
2023-12,2023,20–75 kW,Sine Energy,1207.12,24,50.29666666666666
2023-12,2023,20–75 kW,Solis (Ginlong),66.3,2,33.15
2023-12,2023,20–75 kW,Sunergy,125.0,2,62.5
2023-12,2023,20–75 kW,Sunova,12071.210000000001,270,44.70818518518519
2023-12,2023,20–75 kW,TAOISTIC,812.59,23,35.33
2023-12,2023,20–75 kW,Talesun,685.12,18,38.062222222222225
2023-12,2023,20–75 kW,Trina Solar,6254.86,118,53.00728813559322
2023-12,2023,20–75 kW,Tsun,7407.41,189,39.192645502645505
2023-12,2023,20–75 kW,Ulica Solar,135.0,5,27.0
2023-12,2023,20–75 kW,VSUN,100.0,2,50.0
2023-12,2023,20–75 kW,WEG,152.1,4,38.025
2023-12,2023,20–75 kW,Xpower,390.5,10,39.05
2023-12,2023,20–75 kW,ZN SHINE,40.0,1,40.0
2023-12,2023,20–75 kW,ZNShine Solar,1676.96,41,40.90146341463415
2023-12,2023,75–300 kW,Amerisolar,150.0,1,150.0
2023-12,2023,75–300 kW,Astronergy,900.0,3,300.0
2023-12,2023,75–300 kW,BYD,1075.0,4,268.75
2023-12,2023,75–300 kW,Balfar Solar,150.0,1,150.0
2023-12,2023,75–300 kW,Bel Energy,775.0,4,193.75
2023-12,2023,75–300 kW,Canadian Solar,3954.9,20,197.745
2023-12,2023,75–300 kW,DAH Solar,1962.5,11,178.4090909090909
2023-12,2023,75–300 kW,Elgin,120.0,1,120.0
2023-12,2023,75–300 kW,Empalux,85.0,1,85.0
2023-12,2023,75–300 kW,Era Solar,300.0,1,300.0
2023-12,2023,75–300 kW,GCL System,84.0,1,84.0
2023-12,2023,75–300 kW,Helius Energy,200.0,1,200.0
2023-12,2023,75–300 kW,Honor Solar,190.0,2,95.0
2023-12,2023,75–300 kW,Intelbras,450.0,2,225.0
2023-12,2023,75–300 kW,JA Solar,7103.45,42,169.1297619047619
2023-12,2023,75–300 kW,JNG,90.0,1,90.0
2023-12,2023,75–300 kW,Jinko Solar,2192.82,14,156.63000000000002
2023-12,2023,75–300 kW,KOMECO,140.0,1,140.0
2023-12,2023,75–300 kW,LONGi Solar,785.0,3,261.6666666666667
2023-12,2023,75–300 kW,Leapton Solar,1157.5,8,144.6875
2023-12,2023,75–300 kW,Luxen Solar,360.0,3,120.0
2023-12,2023,75–300 kW,Nexen,219.78,1,219.78
2023-12,2023,75–300 kW,Não informado,945.0,5,189.0
2023-12,2023,75–300 kW,OSDA,440.0,2,220.0
2023-12,2023,75–300 kW,Outros,1619.3400000000001,9,179.92666666666668
2023-12,2023,75–300 kW,ReneSola,100.0,1,100.0
2023-12,2023,75–300 kW,Renovigi,150.0,1,150.0
2023-12,2023,75–300 kW,Resun,150.0,1,150.0
2023-12,2023,75–300 kW,Risen Energy,1568.32,8,196.04
2023-12,2023,75–300 kW,Solis (Ginlong),100.0,1,100.0
2023-12,2023,75–300 kW,Sunova,2295.0,16,143.4375
2023-12,2023,75–300 kW,Talesun,320.0,2,160.0
2023-12,2023,75–300 kW,Trina Solar,4166.62,24,173.60916666666665
2023-12,2023,75–300 kW,Tsun,325.0,2,162.5
2023-12,2023,75–300 kW,WEG,195.0,1,195.0
2023-12,2023,75–300 kW,Xpower,361.79999999999995,2,180.89999999999998
2023-12,2023,75–300 kW,ZNShine Solar,200.0,2,100.0
2023-12,2023,300 kW–1 MW,AXITEC,370.0,1,370.0
2023-12,2023,300 kW–1 MW,Amerisolar,1500.0,2,750.0
2023-12,2023,300 kW–1 MW,BYD,521.0,1,521.0
2023-12,2023,300 kW–1 MW,Canadian Solar,25474.64,30,849.1546666666667
2023-12,2023,300 kW–1 MW,DAH Solar,1255.0,3,418.3333333333333
2023-12,2023,300 kW–1 MW,Elgin,345.0,1,345.0
2023-12,2023,300 kW–1 MW,Intelbras,650.0,1,650.0
2023-12,2023,300 kW–1 MW,JA Solar,19245.0,22,874.7727272727273
2023-12,2023,300 kW–1 MW,Jinko Solar,3107.0,6,517.8333333333334
2023-12,2023,300 kW–1 MW,LONGi Solar,4000.0,4,1000.0
2023-12,2023,300 kW–1 MW,Leapton Solar,1000.0,1,1000.0
2023-12,2023,300 kW–1 MW,Nexen,750.0,1,750.0
2023-12,2023,300 kW–1 MW,Não informado,1480.0,2,740.0
2023-12,2023,300 kW–1 MW,OSDA,1000.0,1,1000.0
2023-12,2023,300 kW–1 MW,Outros,3682.0,5,736.4
2023-12,2023,300 kW–1 MW,ReneSola,500.0,1,500.0
2023-12,2023,300 kW–1 MW,Renovigi,350.0,1,350.0
2023-12,2023,300 kW–1 MW,Risen Energy,7400.0,8,925.0
2023-12,2023,300 kW–1 MW,Sunova,1630.0,3,543.3333333333334
2023-12,2023,300 kW–1 MW,TW Solar,3996.0,4,999.0
2023-12,2023,300 kW–1 MW,Trina Solar,12703.0,19,668.578947368421
2023-12,2023,1–5 MW,Canadian Solar,33280.0,15,2218.6666666666665
2023-12,2023,1–5 MW,JA Solar,12025.0,3,4008.3333333333335
2023-12,2023,1–5 MW,LONGi Solar,7500.0,3,2500.0
2023-12,2023,1–5 MW,Outros,3189.0,2,1594.5
2023-12,2023,1–5 MW,Risen Energy,10200.0,4,2550.0
2023-12,2023,1–5 MW,Trina Solar,14595.0,5,2919.0
2024-01,2024,≤10 kW,AE Solar,651.58,129,5.051007751937985
2024-01,2024,≤10 kW,AXITEC,70.73,12,5.894166666666667
2024-01,2024,≤10 kW,Amerisolar,779.57,345,2.259623188405797
2024-01,2024,≤10 kW,Astronergy,14080.74,2586,5.444988399071926
2024-01,2024,≤10 kW,BYD,998.66,178,5.610449438202247
2024-01,2024,≤10 kW,Balfar Solar,227.85,32,7.1203125
2024-01,2024,≤10 kW,Bedin Solar,2738.1,558,4.906989247311828
2024-01,2024,≤10 kW,Bel Energy,5444.03,992,5.487933467741935
2024-01,2024,≤10 kW,Canadian Solar,16456.62,3113,5.286418246064889
2024-01,2024,≤10 kW,Chint Solar,118.84,21,5.6590476190476195
2024-01,2024,≤10 kW,DAH Solar,14427.41,2632,5.481538753799392
2024-01,2024,≤10 kW,DMEGC,15.4,5,3.08
2024-01,2024,≤10 kW,Deye,548.24,99,5.5377777777777775
2024-01,2024,≤10 kW,Elgin,2485.13,454,5.473854625550661
2024-01,2024,≤10 kW,Empalux,1801.07,304,5.924572368421052
2024-01,2024,≤10 kW,Era Solar,7638.67,1352,5.649903846153846
2024-01,2024,≤10 kW,GCL System,511.64,96,5.329583333333333
2024-01,2024,≤10 kW,GLOBO BRASIL,15.879999999999999,3,5.293333333333333
2024-01,2024,≤10 kW,Growatt,780.97,140,5.5783571428571435
2024-01,2024,≤10 kW,HT SAAE,291.42,51,5.714117647058824
2024-01,2024,≤10 kW,Hanersun,11257.66,2007,5.609197807673144
2024-01,2024,≤10 kW,Hanwha Q Cells,61.36,11,5.578181818181818
2024-01,2024,≤10 kW,Helius Energy,345.49,65,5.315230769230769
2024-01,2024,≤10 kW,Honor Solar,29498.93,5402,5.4607423176601255
2024-01,2024,≤10 kW,Huawei,14.9,3,4.966666666666667
2024-01,2024,≤10 kW,Inimex,2738.99,542,5.053487084870849
2024-01,2024,≤10 kW,Intelbras,10163.93,1884,5.394867303609342
2024-01,2024,≤10 kW,JA Solar,25029.86,4553,5.497443443883154
2024-01,2024,≤10 kW,JNG,847.58,147,5.765850340136055
2024-01,2024,≤10 kW,Jinko Solar,23496.77,4291,5.475826147751107
2024-01,2024,≤10 kW,KOMECO,73.2,14,5.228571428571429
2024-01,2024,≤10 kW,Kript,155.58,31,5.018709677419356
2024-01,2024,≤10 kW,LONGi Solar,5750.21,1127,5.102227151730258
2024-01,2024,≤10 kW,Leapton Solar,8919.82,1625,5.48912
2024-01,2024,≤10 kW,Luxen Solar,1406.22,270,5.208222222222222
2024-01,2024,≤10 kW,MINASOL,138.09,22,6.276818181818182
2024-01,2024,≤10 kW,Maxeon,4.36,1,4.36
2024-01,2024,≤10 kW,Nexen,2608.48,448,5.8225
2024-01,2024,≤10 kW,Não informado,10822.23,2062,5.248414161008729
2024-01,2024,≤10 kW,ODEX,62.760000000000005,10,6.276000000000001
2024-01,2024,≤10 kW,OSDA,15063.3,2772,5.434090909090909
2024-01,2024,≤10 kW,Ourolux,962.96,175,5.502628571428572
2024-01,2024,≤10 kW,Outros,12828.56,2345,5.470601279317697
2024-01,2024,≤10 kW,Phono Solar,405.76,79,5.136202531645569
2024-01,2024,≤10 kW,Pulling Energy,10537.39,1881,5.602014885699096
2024-01,2024,≤10 kW,QN SOLAR,88.24000000000001,15,5.882666666666667
2024-01,2024,≤10 kW,QSolar,148.96,26,5.729230769230769
2024-01,2024,≤10 kW,ReneSola,5258.15,952,5.523266806722689
2024-01,2024,≤10 kW,Renovigi,1996.99,357,5.593809523809524
2024-01,2024,≤10 kW,Resun,5230.12,993,5.2669889224572
2024-01,2024,≤10 kW,Risen Energy,5590.7,1071,5.220074696545285
2024-01,2024,≤10 kW,Ronma Solar,283.47,47,6.031276595744681
2024-01,2024,≤10 kW,Runergy,30.05,5,6.01
2024-01,2024,≤10 kW,SAJ,85.71000000000001,17,5.041764705882353
2024-01,2024,≤10 kW,Sengi Solar,481.76,78,6.176410256410256
2024-01,2024,≤10 kW,Shinefar,938.62,172,5.457093023255814
2024-01,2024,≤10 kW,Sine Energy,3939.77,693,5.685093795093795
2024-01,2024,≤10 kW,Solis (Ginlong),167.41,27,6.20037037037037
2024-01,2024,≤10 kW,Sunergy,61.82,12,5.151666666666666
2024-01,2024,≤10 kW,Sungrow,343.73,64,5.37078125
2024-01,2024,≤10 kW,Sunova,24861.41,4487,5.540764430577223
2024-01,2024,≤10 kW,TAOISTIC,2477.46,447,5.54241610738255
2024-01,2024,≤10 kW,TW Solar,8.0,1,8.0
2024-01,2024,≤10 kW,Talesun,2677.6,417,6.421103117505995
2024-01,2024,≤10 kW,Trina Solar,4728.29,859,5.50441210710128
2024-01,2024,≤10 kW,Tsun,23649.23,4126,5.731757149781871
2024-01,2024,≤10 kW,Ulica Solar,269.83,49,5.506734693877551
2024-01,2024,≤10 kW,VSUN,37.120000000000005,6,6.186666666666667
2024-01,2024,≤10 kW,WEG,429.07,82,5.232560975609756
2024-01,2024,≤10 kW,Xpower,1000.97,195,5.133179487179487
2024-01,2024,≤10 kW,Yingli Solar,19.689999999999998,7,2.8128571428571427
2024-01,2024,≤10 kW,ZN SHINE,70.64,12,5.886666666666667
2024-01,2024,≤10 kW,ZNShine Solar,2843.22,493,5.767180527383367
2024-01,2024,10–20 kW,AE Solar,211.25,14,15.089285714285714
2024-01,2024,10–20 kW,AXITEC,60.42,4,15.105
2024-01,2024,10–20 kW,Amerisolar,173.52,11,15.774545454545455
2024-01,2024,10–20 kW,Astronergy,2842.31,208,13.664951923076924
2024-01,2024,10–20 kW,BEYONDSUN,15.0,1,15.0
2024-01,2024,10–20 kW,BYD,509.76,33,15.447272727272727
2024-01,2024,10–20 kW,Balfar Solar,28.0,2,14.0
2024-01,2024,10–20 kW,Bedin Solar,335.88,22,15.267272727272728
2024-01,2024,10–20 kW,Bel Energy,1659.02,109,15.220366972477064
2024-01,2024,10–20 kW,Canadian Solar,4155.89,276,15.057572463768118
2024-01,2024,10–20 kW,Chint Solar,24.0,2,12.0
2024-01,2024,10–20 kW,DAH Solar,3391.51,223,15.208565022421526
2024-01,2024,10–20 kW,Deye,110.55,7,15.792857142857143
2024-01,2024,10–20 kW,Elgin,741.54,50,14.8308
2024-01,2024,10–20 kW,Empalux,477.71,32,14.9284375
2024-01,2024,10–20 kW,Era Solar,2177.3,162,13.440123456790124
2024-01,2024,10–20 kW,GCL System,240.4,16,15.025
2024-01,2024,10–20 kW,Growatt,98.46000000000001,6,16.41
2024-01,2024,10–20 kW,HT SAAE,15.0,1,15.0
2024-01,2024,10–20 kW,Hanersun,2322.85,147,15.801700680272107
2024-01,2024,10–20 kW,Hanwha Q Cells,35.0,2,17.5
2024-01,2024,10–20 kW,Helius Energy,92.78,7,13.254285714285714
2024-01,2024,10–20 kW,Honor Solar,5199.17,359,14.482367688022284
2024-01,2024,10–20 kW,Inimex,351.0,23,15.26086956521739
2024-01,2024,10–20 kW,Intelbras,2173.57,151,14.39450331125828
2024-01,2024,10–20 kW,JA Solar,6500.89,437,14.876178489702518
2024-01,2024,10–20 kW,JINERGY,12.0,1,12.0
2024-01,2024,10–20 kW,JNG,208.65,15,13.91
2024-01,2024,10–20 kW,Jinko Solar,5093.38,335,15.204119402985075
2024-01,2024,10–20 kW,KOMECO,20.0,1,20.0
2024-01,2024,10–20 kW,Kript,42.8,3,14.266666666666666
2024-01,2024,10–20 kW,LONGi Solar,1901.25,137,13.877737226277372
2024-01,2024,10–20 kW,Leapton Solar,2662.8,177,15.04406779661017
2024-01,2024,10–20 kW,Luxen Solar,278.1,19,14.63684210526316
2024-01,2024,10–20 kW,MINASOL,114.19,8,14.27375
2024-01,2024,10–20 kW,Maxeon,11.0,1,11.0
2024-01,2024,10–20 kW,Nexen,622.91,40,15.57275
2024-01,2024,10–20 kW,Não informado,3948.68,264,14.957121212121212
2024-01,2024,10–20 kW,OSDA,3414.87,232,14.71926724137931
2024-01,2024,10–20 kW,Ourolux,557.95,45,12.398888888888889
2024-01,2024,10–20 kW,Outros,4067.97,278,14.63298561151079
2024-01,2024,10–20 kW,Phono Solar,139.9,10,13.99
2024-01,2024,10–20 kW,Pulling Energy,1956.65,128,15.286328125
2024-01,2024,10–20 kW,QN SOLAR,12.0,1,12.0
2024-01,2024,10–20 kW,QSolar,122.86,11,11.16909090909091
2024-01,2024,10–20 kW,ReneSola,1352.7,92,14.703260869565218
2024-01,2024,10–20 kW,Renovigi,362.05,22,16.456818181818182
2024-01,2024,10–20 kW,Resun,1157.43,80,14.467875000000001
2024-01,2024,10–20 kW,Risen Energy,1922.04,138,13.927826086956522
2024-01,2024,10–20 kW,Ronma Solar,176.29,11,16.026363636363637
2024-01,2024,10–20 kW,SAJ,15.0,1,15.0
2024-01,2024,10–20 kW,Sengi Solar,282.52,20,14.126
2024-01,2024,10–20 kW,Seraphim,19.5,1,19.5
2024-01,2024,10–20 kW,Shinefar,364.61,22,16.57318181818182
2024-01,2024,10–20 kW,Sine Energy,846.15,56,15.109821428571427
2024-01,2024,10–20 kW,Solar N Plus,15.0,1,15.0
2024-01,2024,10–20 kW,Solis (Ginlong),35.0,2,17.5
2024-01,2024,10–20 kW,Sunergy,22.5,2,11.25
2024-01,2024,10–20 kW,Sungrow,43.97,3,14.656666666666666
2024-01,2024,10–20 kW,Sunova,6459.03,423,15.269574468085105
2024-01,2024,10–20 kW,TAOISTIC,633.8,41,15.458536585365852
2024-01,2024,10–20 kW,TW Solar,14.0,1,14.0
2024-01,2024,10–20 kW,Talesun,812.92,57,14.261754385964911
2024-01,2024,10–20 kW,Trina Solar,1696.26,109,15.562018348623853
2024-01,2024,10–20 kW,Tsun,5802.55,410,14.152560975609756
2024-01,2024,10–20 kW,Ulica Solar,79.5,4,19.875
2024-01,2024,10–20 kW,VSUN,27.0,2,13.5
2024-01,2024,10–20 kW,WEG,78.45,5,15.690000000000001
2024-01,2024,10–20 kW,Xpower,254.32,17,14.959999999999999
2024-01,2024,10–20 kW,ZN SHINE,30.0,2,15.0
2024-01,2024,10–20 kW,ZNShine Solar,889.97,59,15.084237288135594
2024-01,2024,20–75 kW,AE Solar,560.5,11,50.95454545454545
2024-01,2024,20–75 kW,AXITEC,124.0,2,62.0
2024-01,2024,20–75 kW,Amerisolar,632.64,11,57.51272727272727
2024-01,2024,20–75 kW,Astronergy,4476.92,103,43.4652427184466
2024-01,2024,20–75 kW,BEYONDSUN,26.0,1,26.0
2024-01,2024,20–75 kW,BYD,2163.04,39,55.4625641025641
2024-01,2024,20–75 kW,Balfar Solar,167.4,3,55.800000000000004
2024-01,2024,20–75 kW,Bedin Solar,1463.93,26,56.305
2024-01,2024,20–75 kW,Bel Energy,2715.0,68,39.9264705882353
2024-01,2024,20–75 kW,Canadian Solar,8704.36,201,43.3052736318408
2024-01,2024,20–75 kW,Chint Solar,75.0,1,75.0
2024-01,2024,20–75 kW,DAH Solar,5860.61,135,43.41192592592592
2024-01,2024,20–75 kW,Elgin,1285.07,32,40.1584375
2024-01,2024,20–75 kW,Empalux,766.53,18,42.585
2024-01,2024,20–75 kW,Era Solar,3316.03,85,39.01211764705882
2024-01,2024,20–75 kW,GCL System,822.0,16,51.375
2024-01,2024,20–75 kW,Growatt,323.26,9,35.91777777777778
2024-01,2024,20–75 kW,HT SAAE,75.0,1,75.0
2024-01,2024,20–75 kW,Hanersun,2803.66,71,39.488169014084505
2024-01,2024,20–75 kW,Helius Energy,110.0,2,55.0
2024-01,2024,20–75 kW,Honor Solar,5305.21,137,38.724160583941604
2024-01,2024,20–75 kW,Inimex,510.58000000000004,11,46.41636363636364
2024-01,2024,20–75 kW,Intelbras,1905.81,49,38.89408163265306
2024-01,2024,20–75 kW,JA Solar,12205.03,286,42.67493006993007
2024-01,2024,20–75 kW,JNG,264.51,7,37.787142857142854
2024-01,2024,20–75 kW,Jinko Solar,12815.92,292,43.89013698630137
2024-01,2024,20–75 kW,KOMECO,141.0,4,35.25
2024-01,2024,20–75 kW,LONGi Solar,6032.7300000000005,123,49.046585365853666
2024-01,2024,20–75 kW,Leapton Solar,4781.54,114,41.943333333333335
2024-01,2024,20–75 kW,Luxen Solar,505.1,12,42.09166666666667
2024-01,2024,20–75 kW,MINASOL,126.38,3,42.126666666666665
2024-01,2024,20–75 kW,Nexen,770.0,20,38.5
2024-01,2024,20–75 kW,Não informado,10198.15,233,43.76888412017167
2024-01,2024,20–75 kW,ODEX,50.0,1,50.0
2024-01,2024,20–75 kW,OSDA,6197.37,154,40.24266233766234
2024-01,2024,20–75 kW,Ourolux,483.85,11,43.98636363636364
2024-01,2024,20–75 kW,Outros,6394.53,155,41.25503225806452
2024-01,2024,20–75 kW,Phono Solar,147.45,5,29.49
2024-01,2024,20–75 kW,Pulling Energy,1591.05,40,39.77625
2024-01,2024,20–75 kW,QSolar,54.0,2,27.0
2024-01,2024,20–75 kW,ReneSola,1609.0,45,35.75555555555555
2024-01,2024,20–75 kW,Renovigi,520.1,11,47.28181818181818
2024-01,2024,20–75 kW,Resun,1785.83,37,48.26567567567567
2024-01,2024,20–75 kW,Risen Energy,5064.44,107,47.33121495327102
2024-01,2024,20–75 kW,Ronma Solar,211.0,4,52.75
2024-01,2024,20–75 kW,Sengi Solar,1017.0,21,48.42857142857143
2024-01,2024,20–75 kW,Shinefar,890.95,19,46.892105263157895
2024-01,2024,20–75 kW,Sine Energy,1017.63,22,46.25590909090909
2024-01,2024,20–75 kW,Solis (Ginlong),332.5,5,66.5
2024-01,2024,20–75 kW,Sungrow,30.0,1,30.0
2024-01,2024,20–75 kW,Sunova,11318.39,260,43.53226923076923
2024-01,2024,20–75 kW,Suntech,30.0,1,30.0
2024-01,2024,20–75 kW,TAOISTIC,777.38,23,33.79913043478261
2024-01,2024,20–75 kW,TW Solar,110.0,2,55.0
2024-01,2024,20–75 kW,Talesun,1045.06,26,40.19461538461538
2024-01,2024,20–75 kW,Trina Solar,5870.8,113,51.95398230088496
2024-01,2024,20–75 kW,Tsun,7552.45,201,37.57437810945274
2024-01,2024,20–75 kW,Ulica Solar,143.0,3,47.666666666666664
2024-01,2024,20–75 kW,VSUN,82.50999999999999,2,41.254999999999995
2024-01,2024,20–75 kW,WEG,120.0,2,60.0
2024-01,2024,20–75 kW,Xpower,599.73,15,39.982
2024-01,2024,20–75 kW,ZN SHINE,83.4,2,41.7
2024-01,2024,20–75 kW,ZNShine Solar,2175.61,44,49.44568181818182
2024-01,2024,75–300 kW,AE Solar,356.0,2,178.0
2024-01,2024,75–300 kW,Astronergy,300.0,1,300.0
2024-01,2024,75–300 kW,BYD,308.0,3,102.66666666666667
2024-01,2024,75–300 kW,Bel Energy,390.0,2,195.0
2024-01,2024,75–300 kW,Canadian Solar,3510.75,21,167.17857142857142
2024-01,2024,75–300 kW,DAH Solar,1756.2,9,195.13333333333333
2024-01,2024,75–300 kW,GCL System,264.0,1,264.0
2024-01,2024,75–300 kW,Hanersun,395.0,2,197.5
2024-01,2024,75–300 kW,Helius Energy,300.0,1,300.0
2024-01,2024,75–300 kW,Honor Solar,220.0,1,220.0
2024-01,2024,75–300 kW,Intelbras,504.22,3,168.07333333333335
2024-01,2024,75–300 kW,JA Solar,4636.2,26,178.3153846153846
2024-01,2024,75–300 kW,Jinko Solar,4156.53,28,148.4475
2024-01,2024,75–300 kW,KOMECO,102.0,1,102.0
2024-01,2024,75–300 kW,Kript,520.0,2,260.0
2024-01,2024,75–300 kW,LONGi Solar,1472.72,8,184.09
2024-01,2024,75–300 kW,Leapton Solar,1175.0,6,195.83333333333334
2024-01,2024,75–300 kW,Nexen,300.0,1,300.0
2024-01,2024,75–300 kW,Não informado,1127.3,5,225.45999999999998
2024-01,2024,75–300 kW,OSDA,1894.0,10,189.4
2024-01,2024,75–300 kW,Outros,1465.0,9,162.77777777777777
2024-01,2024,75–300 kW,Phono Solar,300.0,1,300.0
2024-01,2024,75–300 kW,Pulling Energy,105.0,1,105.0
2024-01,2024,75–300 kW,ReneSola,108.0,1,108.0
2024-01,2024,75–300 kW,Renovigi,110.0,1,110.0
2024-01,2024,75–300 kW,Risen Energy,5080.0,44,115.45454545454545
2024-01,2024,75–300 kW,Shinefar,175.0,1,175.0
2024-01,2024,75–300 kW,Sine Energy,300.0,1,300.0
2024-01,2024,75–300 kW,Sunergy,180.0,1,180.0
2024-01,2024,75–300 kW,Sunova,2000.0,11,181.8181818181818
2024-01,2024,75–300 kW,Trina Solar,6016.0,35,171.88571428571427
2024-01,2024,75–300 kW,Tsun,415.0,2,207.5
2024-01,2024,75–300 kW,ZNShine Solar,550.0,2,275.0
2024-01,2024,300 kW–1 MW,Astronergy,530.0,1,530.0
2024-01,2024,300 kW–1 MW,BYD,700.0,1,700.0
2024-01,2024,300 kW–1 MW,Canadian Solar,26752.0,30,891.7333333333333
2024-01,2024,300 kW–1 MW,DAH Solar,2000.0,3,666.6666666666666
2024-01,2024,300 kW–1 MW,GCL System,9000.0,9,1000.0
2024-01,2024,300 kW–1 MW,JA Solar,7086.85,10,708.6850000000001
2024-01,2024,300 kW–1 MW,Jinko Solar,2060.0,3,686.6666666666666
2024-01,2024,300 kW–1 MW,LONGi Solar,16805.0,20,840.25
2024-01,2024,300 kW–1 MW,Leapton Solar,1885.0,2,942.5
2024-01,2024,300 kW–1 MW,Não informado,2399.0,3,799.6666666666666
2024-01,2024,300 kW–1 MW,Outros,3875.0,4,968.75
2024-01,2024,300 kW–1 MW,Risen Energy,7860.0,9,873.3333333333334
2024-01,2024,300 kW–1 MW,Seraphim,1920.0,2,960.0
2024-01,2024,300 kW–1 MW,Sunova,800.0,1,800.0
2024-01,2024,300 kW–1 MW,Talesun,480.0,1,480.0
2024-01,2024,300 kW–1 MW,Trina Solar,21321.0,25,852.84
2024-01,2024,1–5 MW,Amerisolar,2400.0,1,2400.0
2024-01,2024,1–5 MW,Canadian Solar,34180.0,14,2441.4285714285716
2024-01,2024,1–5 MW,GCL System,2250.0,1,2250.0
2024-01,2024,1–5 MW,Huawei,2400.0,1,2400.0
2024-01,2024,1–5 MW,JA Solar,12941.65,5,2588.33
2024-01,2024,1–5 MW,Jinko Solar,4525.0,2,2262.5
2024-01,2024,1–5 MW,LONGi Solar,7500.0,3,2500.0
2024-01,2024,1–5 MW,Leapton Solar,5000.0,1,5000.0
2024-01,2024,1–5 MW,Outros,2700.0,1,2700.0
